File,Sent_ID,Sentence,Length,Word Order,Category,dependency length
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,430,मतलब काफ़ी लोग तो बर्क्ली जा रहे हैं ।,9,SOV,Transitive,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,435,3 लोग स्टैनफ़ोर्ड जा रहे हैं ।,7,SOV,Transitive,1.4
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,436,1 बर्क्ली जा रहा है ।,6,SOV,Transitive,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,438,1 आद ऑस्टिन जा रहे हैं ।,7,SOV,Transitive,1.4
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,440,कुछ लोग अरबाना जा रहे हैं ।,7,SOV,Transitive,1.4
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,441,और तुम आयोवा आए ।,5,SOV,Transitive,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,448,आयोवा कोई नहीं जा रहा हमारे यहाँ से इस बार ।,11,OSV,Transitive,2.111111111111111
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,454,हमारा समय में बर्क्ली कोई गया ही नहीं था ।,10,OSV,Transitive,1.875
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,458,कोई अरबाना नहीं गया था ।,6,SOV,Transitive,1.75
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_1385_gold.conllu,463,युपेन कोई चला गया ।,5,OSV,Transitive,1.3333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,3,तुम भी बकवास करना है ।,6,SOV,Transitive,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,7,ऐसे ही हम लोग क्या किया ।,7,SOV,Transitive,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,33,पुराने फ़ोटो वोटो इन लोग दिखा रहे थे ।,9,OSV,Transitive,1.5714285714285714
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,41,चंदर वंदर अपने सारे पुराने स्टूडेंट्को खाने वाने पर ले गया ।,13,SOV,Transitive,2.727272727272727
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,65,वो 1 कार और लिया था ।,7,SOV,Transitive,1.8
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,78,तो वो फ़िक्स करने के लिए ले गया और उस मकैनिक ने और कुछ तोड़ दिया ।,17,SOV,Transitive,2.8
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,93,हम लोग गाड़ी खरीदे ।,5,SOV,Transitive,1.3333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,177,ये पीछे से क्या प्रॉम्प्ट करता रहता है ।,9,SOV,Transitive,2.2857142857142856
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,251,तो तुम लोग क्या किए ।,6,SOV,Transitive,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,311,तो इन लोग ऐसे बेहूदे लोग क्यों हैं कि बाकी जो स्टूडेंट लोग एनवायरनमेंट में मास्टर्ज़ करना चाहते हैं उस को करने क्यों नहीं देते हैं ।,27,SOV,Transitive,3.2
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,327,1 तो ये नाम ही नहीं किसी को पता रहता है ।,12,OSV,Transitive,2.2
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,343,वो भी भाषण दे रहा था ।,7,SOV,Transitive,1.6
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,345,नहीं वो कुछ नहीं बोला ।,6,SOV,Transitive,2.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,348,चंदर भी कुछ बोला ।,5,SOV,Transitive,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,351,और ये [incomprehensible] वो बन गया एसोसिएट प्रोफ़ बन गया ।,11,SOV,Transitive,1.7777777777777777
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,372,हम लोग पीयूष से बात हो रही थी ।,10,SOV,Transitive,2.25
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,402,वो पूरा आयरनमेकिंग का हिस्ट्री सुना गया ।,8,SOV,Transitive,2.1666666666666665
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,443,सब ने बीयर पीया ।,5,SOV,Transitive,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,524,पिट्सबर्ग मैं गया था पिछली बार ।,7,OSV,Transitive,1.6
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,39,अच्छा मैं जमैका गया था ।,6,SOV,Transitive,1.75
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,85,हाँ ये तो मैं जानती हूँ पर ।,8,OSV,Transitive,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,133,नहीं खैर अब मैं बहुत अच्छे से पढ़ाई शुरू करूँगी क्योंकि 1 वो ही है अपना मकसद ।,18,SOV,Transitive,3.8125
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,200,हाँ वो संजू पिंटू ने पता नहीं जो कुछ किया हो ।,12,SOV,Transitive,2.7
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,285,मौसी ऑफ़िस जाती हैं तो क्या हुआ ।,8,SOV,Transitive,1.8333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,296,मिक्की डाक्टरी पढ़ रहा है ।,6,SOV,Transitive,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,314,संदीप क्या कर रहा है ।,6,SOV,Transitive,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,315,वो मेडिकल की तैयारी कर रहा था ।,8,SOV,Transitive,1.8333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,327,तेरे को भरतपुर फ़ोन करना है ।,7,SOV,Transitive,1.8
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,339,ते ने कोई बटन सा दबाया क्या वहाँ ।,9,SOV,Transitive,1.8571428571428572
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,380,भई वो मेसेज कहाँ से दें ना ।,8,SOV,Transitive,2.6666666666666665
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,381,मैं ने एड्रेस भेज दिया है ना ।,8,SOV,Transitive,1.8333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,399,नहीं मैं तो क्या बताऊँ ।,6,SOV,Transitive,2.25
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,406,कोई सा भी सुना दे जो तेरे को आता हो ।,11,OSV,Transitive,2.4444444444444446
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,447,मैं तुझे सिखाता हूँ ।,5,SOV,Transitive,1.3333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,451,जब दुनिया में नाक कटती है उस से अच्छा है कि मैं तेरे को सिखा दूँ और तू सीख ले ।,21,SOV,Transitive,2.1578947368421053
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,452,बजाय तू इधर उधर नाक कटवाए चीजों से ।,9,SOV,Transitive,1.5714285714285714
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,455,मैं सही बात बता रहा हूँ ।,7,SOV,Transitive,1.6
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,458,देख मैं तेरे को सिखाता हूँ ।,7,SOV,Transitive,2.2
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,475,इस को कुछ भी नहीं आता ।,7,SOV,Transitive,2.2
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,476,इस को अंग्रेज़ी बोलना भी नहीं आता ।,8,SOV,Transitive,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,479,इस को प्यारी करना भी नहीं आता ।,8,SOV,Transitive,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,494,वैसे तो मेरे को भी तू दूसरा ही समझती है ।,11,OSV,Transitive,2.7777777777777777
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,510,हेलो करेगा ।,4,SOV,Transitive,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,519,टूटू क्या कर रही है बेटा ।,7,SOV,Transitive,1.8
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,522,टूटू केला खाया ।,4,SOV,Transitive,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,534,टूटू ने कुछ खा पी लिया ढंग से ।,9,SOV,Transitive,1.7142857142857142
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,557,मैं तो आप से पूछ रही हूँ ।,8,SOV,Transitive,1.8333333333333333
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,713,आप 30 का तो कह रहे थे ।,8,SOV,Transitive,2.1666666666666665
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,19,तो बताइए आप क्या कर रहे हैं ।,8,SOV,Transitive,1.6666666666666667
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,29,अच्छा आप ने वो सुना था ।,7,SOV,Transitive,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,71,मैं ने तो कपूर साहब के यहाँ फ़ोन किया था ।,11,SOV,Transitive,2.111111111111111
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,74,असल में मैं ने पहले 1 लेटर डाला था ।,10,SOV,Transitive,2.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,96,तो 1 साल तो हो जाए ना उस को काम करते हुए ।,13,SOV,Transitive,2.090909090909091
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,130,तो उन को उन कंडिशंज़ के हिसाब से पहले काम करना पड़ेगा ।,13,SOV,Transitive,3.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,143,जीएम का वो लिखेंगे तो ये ऐसे सोचेंगे ।,9,OSV,Transitive,2.142857142857143
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,145,तो ये जो मास्टर का बायोडेटा क्या होता है आप को पता ही है ।,15,SOV,Transitive,2.6923076923076925
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,160,हम आप को वेराएटी दे रहे हैं ।,8,S-IO-O-V,Ditransitive,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,165,ये वेराएटी दे रहे हैं ।,6,SOV,Transitive,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,214,उस को भी ऐसे ही दिन मिलते हैं जाने को ।,11,SOV,Transitive,1.8888888888888888
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,327,आप को विंगर्ट बाबू से कटवाने हैं तो वो तो अगले हफ़्ते ही हो पाएगा ।,16,SOV,Transitive,2.5714285714285716
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,332,आप ना वो येलो पेज देखिएगा बार्बर्ज़ पे ।,9,SOV,Transitive,1.7142857142857142
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,368,हाँ ये भी यही करता है ।,7,SOV,Transitive,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,371,ये मतलब बिल्कुल वर्क एकोमोडेट नहीं करता है ।,9,SOV,Transitive,3.142857142857143
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,406,आप [incomprehensible] को ले जाइए वहाँ ।,7,SOV,Transitive,1.8
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,445,वो अपना पहले बोलने लगते हैं ।,7,SOV,Transitive,1.8
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,459,कहीं कोई कुछ दिखा रहा है ।,7,SOV,Transitive,1.8
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,460,कोई कुछ दिखा रहा है ।,6,SOV,Transitive,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,461,मतलब ये नहीं कि सब 1 ही चीज़ दिखा रहे हैं ।,12,SOV,Transitive,2.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,540,पेंटियम सर्वर रहेगा ।,4,SOV,Transitive,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,586,वो जो तुम ने बनाया था बस वो ही चल रहा है ।,13,OSV,Transitive,1.9090909090909092
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,617,1 टेप [incomprehensible] अपने अपने घर लगा लेंगे ।,9,OSV,Transitive,2.142857142857143
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,693,तो वो इंट्रेस्ट 16 17 पर्सेंट हो गया होगा ।,10,SOV,Transitive,2.125
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,722,अब तो वो स्कूटर वगैरह भी नहीं चला पाते हैं ।,11,SOV,Transitive,2.6666666666666665
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,740,1 लड़की तो बीएससी शायद कर चुकी है ।,9,SOV,Transitive,1.7142857142857142
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,765,6 साल में वो कहाँ से कहाँ पहुँच गए ।,10,SOV,Transitive,2.25
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,819,उन को तो अच्छा जॉब मिल गया था ।,9,SOV,Transitive,1.8571428571428572
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,824,उन को तो बहुत अच्छा जॉब मिल गया था ।,10,SOV,Transitive,1.875
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,826,उन को तो बहुत ही अच्छा जॉब मिल गया था ।,11,SOV,Transitive,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,832,वो तो जितने तरह के लोन पॉसिबल हो सकते हैं वो सब ले लेते हैं ।,16,SOV,Transitive,2.4285714285714284
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,863,तो कहते हैं हम तो काम चला लेते हैं उसी में ।,12,SOV,Transitive,1.9
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,874,क्या तुम मेघना को मना कर रहे हो ।,9,SOV,Transitive,2.4285714285714284
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,935,अभी मैं इस को पकड़ूँगा ना फ़ोन के बाद ।,10,SOV,Transitive,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,942,आज हम ने पेपर देखा 3 ऐड थे खाली ।,10,SOV,Transitive,1.875
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,2,गीता के बारे में आप क्या जानते हो ।,9,SOV,Transitive,2.2857142857142856
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,9,उस में भगवान श्री कृष्ण ने अर्जुन को उपदेश दिया है ।,12,S-IO-O-V,Ditransitive,2.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,13,भगवान ने उस में अर्जुन को उस का कर्तव्य समझाया है ।,12,S-IO-O-V,Ditransitive,2.9
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,15,और गीता के द्वारा युद्ध करने का उपदेश दिया है कि मनुष्य को अपना कर्तव्य किस प्रकार करना चाहिए ।,20,SOV,Transitive,3.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,27,और आप गीता रोज़ पढ़ते हो ।,7,SOV,Transitive,2.2
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,43,अर्जुन ने कहा कि मुझे दोनों सेनाओं के बीच में ले जा कर के और दिखाओ कि मुझे किस किस से युद्ध करना है ।,25,S-IO-O-V,Ditransitive,3.217391304347826
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,46,तो इस प्रकार से संजय ने बताया कि भगवान श्री कृष्ण जो है अर्जुन का रथ दोनों सेनाओं के बीच में ले कर के गए और उस को दोनों सेनाओं के ओर कौन कौनसे बड़े योद्धा हैं वो दिखाई दिए ।,41,SOV,Transitive,4.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,47,और जो है भक्ति योग के बारे में आप क्या जानते हो ।,13,SOV,Transitive,2.909090909090909
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,58,और भक्त कहता है कि हम जो है भगवान की वंदना करते हैं ।,14,SOV,Transitive,2.8333333333333335
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,66,और मैं तुम्हारी ही वंदना करता हूँ ।,8,SOV,Transitive,2.3333333333333335
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,69,और रामायण के बारे में आप क्या जानते हो ।,10,SOV,Transitive,2.875
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,70,रामायण किस ने लिखी थी ।,6,OSV,Transitive,1.75
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,71,रामायण तुलसीदास जी ने लिखी ।,6,OSV,Transitive,2.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,102,अयोध्याकाण्ड के अंदर भगवान बनवास गएँ हैं ।,8,SOV,Transitive,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,123,अरण्यकाण्ड के अंदर भगवान जो है वनवास के अंदर [incomprehensible] करते हैं ।,13,SOV,Transitive,2.909090909090909
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,142,हम ने किस वक्त बात करना चालू किया था ।,10,SOV,Transitive,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,144,और हम ने कितने बजे बोलना चालू किया ।,9,SOV,Transitive,2.7142857142857144
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,147,तो जो है उस के अंदर किष्किन्धाकाण्ड के अंदर जो है भगवान का सुग्रीव से मिलाप होता है ।,19,SOV,Transitive,2.9411764705882355
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,151,फिर बाली को भगवान जो हैं अपने बाण द्वारा मारते हैं ।,12,OSV,Transitive,3.2
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,156,जिसे बाली ने हरण कर लिया था ।,8,OSV,Transitive,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,177,लंकाकाण्ड में लंका पआक्रमण होता है ।,8,OSV,Transitive,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,196,और अभि क्या कर रहा है ।,7,SOV,Transitive,1.8
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,233,बच्चे बार्नी टेप सुन रहे हैं ।,7,SOV,Transitive,1.6
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,243,बच्चों ने कुछ खाया पिया है ।,7,SOV,Transitive,1.8
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,251,अभि ने क्या खाया है ।,6,SOV,Transitive,1.5
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,253,अभि ने दही चावल खाएं हैं ।,7,SOV,Transitive,1.8
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,255,और दिव्या ने क्या खाया है ।,7,SOV,Transitive,2.0
../Dialouge Corpus Filttered/parse_gold_filttered\Phase1\Phase1_gold\hi_6441_gold.conllu,261,तो अभी एबीसीडी पढ़ रहे हैं ।,7,SOV,Transitive,1.8
