File,Sent_ID,Sentence,Length,Word Order,Category,dependency length
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,123,शरीफ का यह भी कहना है कि पाकिस्तान के परमाणु वैज्ञानिकों के खिलाफ मुकदमा चलाया जाना गलत है ।,19,SOV,Transitive,3.2941176470588234
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,123,शरीफ का यह भी कहना है कि पाकिस्तान के परमाणु वैज्ञानिकों के खिलाफ मुकदमा चलाया जाना गलत है ।,19,SOV,Transitive,3.2941176470588234
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,127,"उन्होंने कहा कि मुशर्रफ की सरकार ने तब सौदेबाजी करने की कोशिश की थी, लेकिन उन्होंने इससे इनकार कर दिया था ।",22,SOV,Transitive,3.15
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,132,"परमाचार्य के दिसंबर १९९३ में मुक्ति प्राप्त करने के बाद से हर वर्ष आराधना समारोह आयोजित किया जाता है, जिसमें बड़ी संख्या में श्रद्धालु हिस्सा लेते हैं ।",28,SOV,Transitive,2.730769230769231
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,133,"हालांकि इस बार जयेंद्र सरस्वती की गैरमौजूदगी मौके पर मौजूद विशिष्ट व्यक्तियों के बीच चर्चा का विषय जरूर रही, लेकिन देश भर से आने वाले श्रद्धालुओं की संख्या में कोई कमी नहीं देखी गई ।",35,SOV,Transitive,3.727272727272727
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,134,समारोह के दौरान कनिष्ठ आचार्य विजयेंद्र सरस्वती ने यज्ञ और भजन के बाद पूर्ण आहुति देने के बाद स्वर्ण कलश ग्रहण किया ।,23,SOV,Transitive,4.0
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,135,मौके पर मौजूद कर्नाटक के एक मठ पीठाधिपति के स्वर्णाहल्ली स्वामी ने आदिस्थानम को अपनी श्रद्धांजलि अर्पित की ।,19,S-IO-O-V,Ditransitive,2.3529411764705883
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,142,"बल्कि, आंतरिक व अतिरिक्त बजटीय मदद का न होना ही इसकी मुख्य समस्या है ।",15,SOV,Transitive,2.769230769230769
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,143,"दसवीं योजना के दौरान सरकार रेलवे को २७,६०० करोड़ रुपये की बजटीय सहायता को मंजूरी दे चुकी है ।",19,S-IO-O-V,Ditransitive,3.411764705882353
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,154,बजट का प्रावधान केवल उन क्षेत्रों तक ही सीमित होना चाहिए जो कि वाणिज्यिक संस्थान प्रायोजित नहीं करना चाहता ।,20,SOV,Transitive,2.888888888888889
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,164,सरकार ने इसके विभिन्न पहलुओं पर विचार के लिए समिति गठित की है ।,14,SOV,Transitive,2.9166666666666665
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,166,"कानून व न्याय मंत्री हंसराज भारद्वाज के मुताबिक सरकार कार्यपालिका, न्यायपालिका और विधायिका को लोकपाल के जरिए ज्यादा कार्यक्षम व बेदाग बनाना चाहती है ।",25,S-IO-O-V,Ditransitive,3.6956521739130435
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,171,उन्होंने कहा कि मंत्रियों की समिति न्यायाधीश की राय नहीं लेगी और स्वतंत्र रूप से अपने सुझाव देगी ।,19,SOV,Transitive,3.1176470588235294
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,184,"भारद्वाज का मानना है कि सीवीसी सीबीआई के निदेशक और प्रवर्तन निदेशालय के निदेशकों की नियुक्ति का अनुमोदन करने का अधिकार रखता है, लेकिन उसके पास उतने कानूनी अधिकार नहीं हैं ।",32,SOV,Transitive,3.9
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,187,भारतीय दूरसंचार नियामक प्राधिकरण (ट्राई) ने टाटा टेलीसर्विस लिमिटेड और रिलायंस इंफोकॉम लिमिटेड द्वारा फिक्सड वायरलेस फोन को वॉकी और अनलिमिटेड कार्डलेस फोन बताने पर कड़ा रुख अपनाया है ।,30,SOV,Transitive,3.5714285714285716
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,188,प्राधिकरण ने दोनों कंपनियों से फिक्सड वायरलेस फोन के 'वॉकी' और 'अनलिमिटेड कार्डलेस' फोन की तरह प्रचारित करने वाले विज्ञापनों को हटाने को कहा है ।,26,S-IO-O-V,Ditransitive,3.8333333333333335
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,189,प्राधिकरण ने इसके लिए १३ जनवरी तक दोनों पक्षों से जवाब देने को कहा है ।,16,SOV,Transitive,3.4285714285714284
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,191,"कंपनियां इसके एवज में एसेस डेफिसिट चार्ज यानि एडीसी ले रही हैं, जबकि यह फिक्सड वायरलेस फोन है ।",19,SOV,Transitive,2.9411764705882355
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,194,दूरसंचार सेवा मुहैया कराने वाली टाटा टेलिसर्विस लिमिटेड और रिलायंस इंफोकॉम ने बाजार में कुछ समय पहले फिक्सड वायरलेस फोन उतारे थे ।,23,SOV,Transitive,2.6666666666666665
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,198,मोबाइल फोन की स्क्रीन पर फ्लैश होने वाले 'अनबिलिवेबल' और 'ऐस' नाम के ये वायरस आपके हैंडसेट को क्षति पहुंचा सकते हैं ।,23,SOV,Transitive,2.380952380952381
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,199,"भारतीय सुरक्षा एजेंसियों ने यह चेतावनी जारी करते हुए कहा कि नए मोबाइल फोन पर वायरस से आने वाली ऐसी कॉल, हैंडसेट को क्षति पहुंचा सकती हैं ।",28,SOV,Transitive,2.8846153846153846
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,200,सूत्रों का कहना है कि मोबाइल फोन उपभोक्ताओं को १२ अंकों वाली कॉल भी नहीं लेनी चाहिए ।,18,SOV,Transitive,3.125
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,203,"पूर्व प्रधानमंत्री अटल बिहारी वाजपेयी खुलकर आडवाणी के बचाव में सामने आ गए और बोले, पाकिस्तान के जनक ने स्वतंत्रता संघर्ष में महत्वपूर्ण भूमिका अदा की थी ।",28,SOV,Transitive,2.6153846153846154
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,205,उन्होंने आरोप लगाया कि आडवाणी ने जो कुछ कहा उसके गलत अर्थ निकाले गए हैं ।,16,SOV,Transitive,2.642857142857143
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,208,आडवाणी से बयान वापस लेने की मांग करने वाले संघ ने उन पर इस्तीफे के लिए किसी तरह का दबाव डालने के आरोप से इनकार किया ।,27,SOV,Transitive,2.6
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,209,लेकिन उन्होंने कहा कि हम जिन्ना को सेकुलर बताए जाने से सहमत नहीं हैं ।,15,SOV,Transitive,3.769230769230769
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,212,मैं चाहता हूं कि संघ परिवार दबाव बनाकर प्रवीण तोगड़िया का बयान वापस कराए या फिर उन्हें विहिप से बाहर कर दिया जाए ।,24,SOV,Transitive,3.5454545454545454
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,214,इसके साथ ही उन्होंने संघ परिवार को संयम बरतने की नसीहत दे डाली ।,14,SOV,Transitive,3.0
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,215,पार्टी के अल्पसंख्यक नेता शाहनवाज हुसैन ने कहा कि हमने लाल कृष्ण आडवाणी से इस मुददे पर बात की है और हम चाहते हैं कि वे अध्यक्ष बने रहें ।,30,SOV,Transitive,2.7857142857142856
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,217,कांग्रेस और झारखंड मुक्ति मोरचा ने आज राज्य की ८१ सीटों में से ६८ सीटें आपस में बांट ली ।,20,SOV,Transitive,3.6666666666666665
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,218,दूसरी ओर केंद्र में सत्तारूढ़ यूपीए के एक प्रमुख घटक राजद और उसे बाहर से समर्थन दे रहे माकपा ने इसे एकतरफा करार दिया है ।,26,SOV,Transitive,4.291666666666667
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,219,कांग्रेस - झामुमो के समझौते से बौखलाए राजद प्रवक्ता ने इसे सरासर विश्वासघात बताया है ।,15,SOV,Transitive,1.7692307692307692
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,224,बदले में झामुमो सुप्रीमो और कोयला मंत्री शिबू सोरेन ने चुनाव के बाद मुख्यमंत्री पद का फैसला यूपीए अध्यक्ष सोनिया गांधी के हाथ सौंप दिया ।,26,SOV,Transitive,3.9583333333333335
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,226,कांग्रेस और झामुमो ने राज्य की बाकी १३ सीटें राजद और वाम दलों के लिए छोड़ी हैं ।,18,SOV,Transitive,3.625
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,232,राजद प्रवक्ता शिवानंद तिवारी ने इस समझौते को गठबंधन धर्म के विपरीत बताया है ।,15,SOV,Transitive,2.3076923076923075
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,236,केरल हाईकोर्ट ने अपने एक ऐतिहासिक फैसले में उनके लिए रास्ता साफ कर दिया है ।,16,SOV,Transitive,2.642857142857143
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,239,कोई भी केवल जीवनयापन के मकसद से इसे नहीं अपनाता ।,11,SOV,Transitive,2.4444444444444446
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,241,"हालांकि अदालत ने कहा है कि अधिवक्ता के रूप में वही पादरी और नन पंजीकृत नहीं हो सकते हैं, जो इस कार्य को पूर्णकालिक आधार पर करते हैं ।",29,SOV,Transitive,3.5555555555555554
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,242,"अदालत ने बार काउंसिल की इस दलील को खारिज कर दिया कि धार्मिक कार्यो को अंजाम देना भी एक पेशा है, लिहाजा पादरी, नन और संन्यासिन कानूनी पेशे में प्रवेश के अधिकारी नहीं हैं ।",35,SOV,Transitive,3.1818181818181817
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,244,याचियों ने केरल बार काउंसिल पंजीकरण समिति के फैसले को चुनौती दी थी ।,14,SOV,Transitive,2.5833333333333335
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,245,समिति ने याचियों के आवेदन को खारिज कर दिया था ।,11,SOV,Transitive,2.111111111111111
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,247,इसी तरह नियम किसी पादरी या नन को कानूनी पेशे में प्रवेश से नहीं रोकते ।,16,SOV,Transitive,3.9285714285714284
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,248,अदालत ने कहा कि ऐसे लोग अपना जीवन ईश्वर और मानवता को समर्पित कर देते है ।,17,S-O-IO-V,Ditransitive,3.6666666666666665
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,250,अदालत के फैसले पर सिस्टर टीना ने खुशी जताई है ।,11,SOV,Transitive,1.8888888888888888
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,252,उन्होंने कहा कि पिछले एक सप्ताह से वे अदालत द्वारा अपने पक्ष में फैसला दिए जाने के लिए ईश्वर से प्रार्थना कर रही थी ।,25,SOV,Transitive,4.695652173913044
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,257,प्रधानमंत्री ने नटवर सिंह से विदेश विभाग ले लिया ।,10,SOV,Transitive,2.125
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,258,यह विभाग अब वह खुद देखेंगे ।,7,OSV,Transitive,2.2
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,261,इसके अलावा कांग्रेस और राजग ने संयुक्त राष्ट्र महासचिव कोफी अन्नान को लिखकर इस संबंध में सारे दस्तावेज मांगे हैं ।,21,SOV,Transitive,3.3684210526315788
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,262,राजग ने सोमवार राष्ट्रपति को भी इस संबंध में ज्ञापन सौंपा ।,12,S-IO-O-V,Ditransitive,3.5
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,266,शाम को प्रधानमंत्री मनमोहन सिंह ने उन्हें अपने सरकारी आवास पर बुलाया ।,13,SOV,Transitive,3.090909090909091
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,271,लेकिन नटवर की जिद को देखते हुए प्रधानमंत्री को यह रास्ता निकालना पड़ा ।,14,SOV,Transitive,2.6666666666666665
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,282,एक दिन पूर्व ईडी ने अंदलीब और उनके रिश्तेदारों के आवासों पर रेड कार्नर नोटिस चस्पा कर दिया था ।,20,SOV,Transitive,3.2777777777777777
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,283,हालांकि ईडी और आयकर विभाग ने अंदलीब से रविवार को ८ घंटे तक पूछताछ की थी लेकिन अंदलीब ने इस नोटिस के जवाब में खुद को पेश किया ।,29,SOV,Transitive,4.074074074074074
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,284,इस बीच नटवर ने वोल्कर रिपोर्ट को मृत रिपोर्ट का दर्जा दिया ।,13,S-IO-O-V,Ditransitive,3.090909090909091
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,285,उन्होंने कहा कि पॉल वोल्कर ने जब खुद स्वीकार किया कि उन्होंने कोफी अन्नान को संकट से उबारने के लिए इसकी भाषा में फेरबदल किया तो इससे इसकी गंभीरता का अंदाजा लगाया जा सकता है ।,36,SOV,Transitive,5.411764705882353
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,286,जनता दल (यूनाइटेड) के नेतृत्व वाली बिहार सरकार ने मंगलवार को सुप्रीम कोर्ट से कहा कि वह केंद्रीय मंत्री और राजद नेता मोहम्मद तस्लीमुद्दीन पर लगे हत्या के प्रयास के अभियोग को नहीं हटाना चाहती ।,36,SOV,Transitive,3.3823529411764706
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,288,पिछले साल बिहार में सत्ता परिवर्तन के बाद जद (यू) और भाजपा गठबंधन की सरकार आने पर उसने इस मामले पर अपना रुख स्पष्ट किया ।,26,SOV,Transitive,4.791666666666667
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,291,मंगलवार को अदालत में पेश किए गए नितीश कुमार सरकार के ताजा हलफनामे में कहा कि वह राबड़ी देवी शासन से इतर तस्लीमुद्दीन के खिलाफ मुकदमा जारी रखना चाहते हैं ।,31,SOV,Transitive,3.0344827586206895
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,292,जबकि पूर्ववर्ती सरकार ने तस्लीमुद्दीन के खिलाफ मामला वापस लेने का मन बनाया था ।,15,SOV,Transitive,3.3076923076923075
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,297,विकास की उच्च दर को हासिल करने और सामाजिक कल्याण को बढ़ावा देने के लिए इन बुनियादी क्षेत्रों का विकास जरूरी है ।,23,SOV,Transitive,2.5714285714285716
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,308,पहली बार ऐसा हुआ है कि महिला साक्षरता की दर पुरुषों को मात दे गई हो ।,17,SOV,Transitive,2.6
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,315,राष्ट्रीय जनता दल के अध्यक्ष व रेल मंत्री लालू प्रसाद यादव ने कहा है कि गोधरा मामले की फाइल दोबारा खोलने के विरोध में ही विपक्ष उन पर दबाव बना रहा है ।,33,SOV,Transitive,2.870967741935484
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,319,"उन्होंने कहा कि पिछली सरकार में भी कई मंत्रियों के खिलाफ आपराधिक मामले थे, लेकिन तत्कालीन प्रधानमंत्री ने इसे अपना विशेषाधिकार बताया था ।",24,SOV,Transitive,3.3181818181818183
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,320,लालू ने आरोप लगाया कि राजग के कई मंत्री राष्ट्र विरोधी गतिविधियों में शामिल रहे हैं और वह उसे उजागर करेंगे ।,22,SOV,Transitive,3.05
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,322,उन्होंने यह मामला इंटरनेट से खोज निकाला है ।,9,SOV,Transitive,2.142857142857143
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,323,उन्होंने कहा कि विपक्ष उनका मनोबल तोड़ना चाहता है ।,10,SOV,Transitive,2.5
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,329,वे अगर त्यागपत्र भी दे देंगे तो मैं त्यागपत्र वापस कर दूंगा,13,SOV,Transitive,2.5454545454545454
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,329,वे अगर त्यागपत्र भी दे देंगे तो मैं त्यागपत्र वापस कर दूंगा,13,SOV,Transitive,2.5454545454545454
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,330,"वहीं राज्यसभा में वाजपेयी ने कहा, 'मंत्री नियुक्त करना मेरी जिम्मेदारी है और प्रधानमंत्री के नाते त्यागपत्र लेना भी मेरी जिम्मेदारी है ।",23,SOV,Transitive,3.0952380952380953
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,330,"वहीं राज्यसभा में वाजपेयी ने कहा, 'मंत्री नियुक्त करना मेरी जिम्मेदारी है और प्रधानमंत्री के नाते त्यागपत्र लेना भी मेरी जिम्मेदारी है ।",23,SOV,Transitive,3.0952380952380953
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,334,लालू ने विपक्ष को चेतावनी दी है कि वे अपनी मुहिम खत्म करें वरना वह भी उनके दोहरे चरित्र का पर्दाफाश करेंगे ।,23,SOV,Transitive,2.7142857142857144
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,342,ब्रितानी हुकूमत की ग्रीष्मकालीन राजधानी रही शिमला की शीतल बयार में फुरसत के दिन गुजारने आई प्रियंका गांधी वढेरा ने सोमवार को रिट्रीट के दीदार करने की हसरत पूरी कर ली ।,32,SOV,Transitive,2.1
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,344,वह उस हैलीपेड को भी निहारना नहीं भूलीं जिसकी यादें उनके पापा यानि राजीव गांधी से जुड़ी हैं ।,19,SOV,Transitive,2.8823529411764706
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,352,"उन्होंने अपने पति के साथ बचपन के उन क्षणों को भी बांटा, जो उनकी स्मृतियों में अभी भी हैं ।",20,SOV,Transitive,3.0
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,353,वह उस हेलीपैड को निहारना भी नहीं भूलीं जिसकी यादें उनके पिता के शौक से जुड़ी हैं ।,18,SOV,Transitive,2.75
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,361,उनके दौरे की गोपनीयता को लेकर होटल प्रबंधन ने अपने मुलाजिमों को खास हिदायतें जारी की थीं ।,18,S-IO-O-V,Ditransitive,2.4375
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,362,इन्हीं का प्रभाव था कि आज होटल से जुड़े सूत्रों ने प्रियंका के कार्यक्रम को लेकर मुंह नहीं खोले ।,20,SOV,Transitive,4.055555555555555
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,365,कांग्रेस के खुर्राट नेताओं ने भी प्रियंका की नितांत निजी यात्रा में दखलंदाजी करने से परहेज किया ।,18,SOV,Transitive,2.375
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,366,प्रियंका से मिलने की उन्होंने खास चाह नहीं दिखाई ।,10,SOV,Transitive,1.75
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,367,हालांकि चर्चाएं तो ये भी थीं कि मुख्यमंत्री व पीसीसी चीफ वढ़ेरा दंपत्ति को भोज की दावत दे सकते हैं ।,21,S-IO-O-V,Ditransitive,3.3684210526315788
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,370,ताजा हिमपात होने से घाटी के तापमान में गिरावट आने के कारण लोगों ने गर्म वस्त्र पहनने शुरू कर दिए ।,21,SOV,Transitive,2.263157894736842
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,376,प्राप्त सूत्रों के अनुसार घाटी के ऊंचे क्षेत्रों में ड्रिलबु पीक व संमजोतर पीक में हल्का हिमपात होने से घाटी के तापमान पर काफी गिरावट दर्ज की गई जिससे घाटी के लोगों ने पुनः गर्म कपड़ों को पहनना शुरू कर दिया ।,42,SOV,Transitive,3.25
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,378,कांची कामकोटि पीठ के शंकराचार्य स्वामी जयेंद्र सरस्वती ने समाधान के लिए पुनः प्रयास आरंभ कर दिया है ।,19,SOV,Transitive,2.2941176470588234
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,389,श्री रिजवी ने बताया कि समिति ने अब तक अयोध्या प्रकरण के समाधान के लिए विचार मंथन चक्र चलाया ।,20,SOV,Transitive,4.222222222222222
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,402,समाधान प्रस्ताव को सम्मेलन में पारित करवाकर उसे प्रधानमंत्री सरदार मनमोहन सिंह को इस आशय से सौंपा जाएगा कि भारत सरकार उच्चतम न्यायालय में याचिका पर समाधान प्रक्रिया सुनिश्चित कर सके ।,32,SOV,Transitive,3.4
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,405,सरकार वित्तीय घाटे और खर्च पर अंकुश लगाने के साथ वेतनभोगी वर्ग को टैक्स में राहत दे सकती है ।,20,S-IO-O-V,Ditransitive,3.111111111111111
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,406,वित्त मंत्री पी. चिदंबरम कल यूपीए सरकार का पहला बजट पेश करेंगे ।,13,SOV,Transitive,2.5454545454545454
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,407,इस बात की पूरी उम्मीद है कि पूर्ववर्तियों से सबक लेते हुए वह एक ही हिस्से में बजट पेश करें ।,21,SOV,Transitive,3.736842105263158
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,409,"सूत्रों के मुताबिक बजट के साथ ही चिदंबरम तीन दस्तावेज - माक्रो - इकॉनामिक फ्रेमवर्क स्टेटमेंट, मीडियम टर्म फिस्किल पॉलिसी स्टेटमेंट तथा फिस्कल पॉलिसी स्ट्रेटजी स्टेटमेंट पेश करेंगे ।",27,SOV,Transitive,5.32
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,411,यह वित्तीय घाटे को कम करने के लिए सरकार के प्रयासों का मुख्य आधार बनेगा ।,16,SOV,Transitive,2.9285714285714284
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,418,"सूत्रों ने बताया कि वित्त मंत्री 3 फीसदी अधिभार हटा सकते हैं, लेकिन उसके बदले 2 फीसदी उपकर लगाया जा सकता है ।",23,SOV,Transitive,2.7142857142857144
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,421,राज्यसभा सांसद और रिलायंस समूह के उपाध्यक्ष अनिल अंबानी ने अपना फोन टैप किये जाने का सनसनीखेज आरोप लगाया है ।,21,SOV,Transitive,2.3157894736842106
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,425,उन्होंने इसे आधारहीन और द्वेषपूर्ण बताया है ।,8,SOV,Transitive,2.6666666666666665
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,429,पत्र में अनिल ने निदेशक का नाम भी लिखा है ।,11,SOV,Transitive,2.5555555555555554
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,430,माना जा रहा है कि सरकार ने प्रारंभिक जांच के लिए यह खुफिया एजेंसियों के पास भेज दिया है ।,20,SOV,Transitive,4.055555555555555
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,431,गृह मंत्रालय ने धमकी भरे फोन मिलने की शिकायत के बाद अनिल को पिछले महीने ही सुरक्षा प्रदान की थी ।,21,S-IO-O-V,Ditransitive,2.9473684210526314
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,434,अनिल ने कहा कि यदि इन लोगों ने यह हरकत की है तो संसद के चुने हुए सदस्य और एक नागरिक के तौर पर उनके संवैधानिक अधिकारों के संपूर्ण उल्लंघन और उनकी निजता का आपराधिक हनन है ।,38,SOV,Transitive,4.944444444444445
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,435,अनिल ने इसमें लिखा है कि आरोपों की गंभीरता को देखते हुए वह एक सक्षम सरकारी एजेंसी से मामले की तत्काल जांच के आदेश देने का अनुरोध करते हैं ।,30,SOV,Transitive,4.392857142857143
../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,451,एक कारीगर थिनर से कपड़े साफ कर रहा था कि अचानक एक मशीन में स्पार्क हो गया और आग लग गई ।,22,SOV,Transitive,2.6
