File,Sent_ID,Sentence,Length,Category,Average Dependency
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,87,बर्फ के पास ही अत्यंत मादक सुगंध वाले सिरंगा पुष्पकुंज मिलने लगते हैं ।,14,obl_sv,2.3333333333333335
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,88,इनके समाप्त होने पर हरी बुग्याल 'दूब' मिलती है ।,10,obl_sv,1.625
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,89,इसके पश्चात केदारनाथ का हिमनद और उससे निकलने वाली मंदाकिनी अपने में असंख्य पाषाण खंडों को फोड़कर निकले झरनों और फव्वारों के जल को समेटे उद्दाम गति से प्रवाहित होती दिखाई देती है ।,34,s_obl_v,3.84375
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,89,इसके पश्चात केदारनाथ का हिमनद और उससे निकलने वाली मंदाकिनी अपने में असंख्य पाषाण खंडों को फोड़कर निकले झरनों और फव्वारों के जल को समेटे उद्दाम गति से प्रवाहित होती दिखाई देती है ।,34,obl_sv,3.84375
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,94,मंदिर लगभग 6 फुट ऊँचे चबूतरे पर बना है ।,10,s_obl_v,1.875
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,98,उसकी छत चार विशाल पाषाण स्तंभों पर टिकी है ।,10,s_obl_v,2.125
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,102,यहाँ आधुनिक शैली का स्मारक बना है ।,8,obl_sv,1.8333333333333333
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,104,निःसंदेह वे पहले नौ रही होंगी ।,7,s_obl_v,2.2
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,105,केदारनाथ में अनेक नाकविहीन मूर्तियों के विग्रह बिखरे पड़े हैं ।,11,obl_sv,2.0
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,113,इससे पाकिस्तान की साख कमजोर होती जा रही है ।,10,obl_sv,2.125
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,116,"अमेरिका ने तब उन पर परमाणु परीक्षण नहीं करने के लिए दबाव बनाया था, लेकिन देश के संप्रभु चरित्र की रक्षा के लिए उन्होंने अमेरिकी दबाव की अनदेखी की ।",30,obl_sv,3.75
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,117,उन्होंने यह भी कहा कि तब तत्कालीन भारतीय प्रधानमंत्री अटल बिहारी वाजपेयी ने खुद अपनी मर्जी से लाहौर की यात्रा की थी और लाहौर घोषणा पर हस्ताक्षर हुआ था ।,30,obl_sv,3.857142857142857
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,119,"शरीफ ने कहा कि तब वाजपेयी ने मुझसे कहा था कि वे वर्ष, १९९९ को कश्मीर समस्या के समाधान वर्ष के रूप में याद करना चाहेंगे ।",27,obl_sv,4.16
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,124,उन्होंने कहा कि इसके पीछे पाकिस्तान और उसके परमाणु कार्यक्रम को निशाना बनाने का उद्देश्य छिपा हुआ है ।,19,obl_sv,3.9411764705882355
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,127,"उन्होंने कहा कि मुशर्रफ की सरकार ने तब सौदेबाजी करने की कोशिश की थी, लेकिन उन्होंने इससे इनकार कर दिया था ।",22,s_obl_v,3.15
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,136,संसदीय कमेटी ने बजट पर बढ़ती निर्भरता के लिए रेलवे की निंदा की है ।,15,s_obl_v,2.3846153846153846
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,137,कमेटी का सुझाव है कि देश के सबसे बड़े सार्वजनिक क्षेत्र के उपक्रम रेलवे को अपने रुख में बदलाव करते हुए उपभोक्ता के लिए सरल और बाजारोन्मुखी बनना होगा ।,30,s_obl_v,4.0
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,139,लोकसभा में पेश की गई अपनी रिपोर्ट में कमेटी का कहना है कि रेलवे को केंद्रीय मदद अब ५० फीसदी से भी अधिक मिलने लगी है ।,27,s_obl_v,3.32
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,140,एक व्यापारिक उपक्रम होने के कारण सबसे पहले रेलवे को अपनी योजना के वित्त का भी प्रबंध करना चाहिए और परियोजनाओं को आंतरिक स्रोतों से पूरा करना चाहिए ।,29,obl_sv,3.111111111111111
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,148,जबकि भारत में यह रकम ५० फीसदी हो जाती है ।,11,obl_sv,2.5555555555555554
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,150,वह आंतरिक संसाधनों के जरिए ५७ फीसदी रकम का प्रबंध करता है और बाजार से ३२ फीसदी रकम हासिल करता है ।,22,s_obl_v,2.9
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,161,"केंद्र सरकार कार्यपालिका, न्यायपालिका और विधायिका के तीनों अंगों को लोकपाल के दायरे में लाने पर विचार कर रही है ।",21,s_obl_v,2.8421052631578947
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,168,न्यायाधीशों के पास जांच की पर्याप्त एजेंसी नहीं होती ।,10,obl_sv,2.375
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,169,अब जनता में यह महसूस किया जाने लगा है कि न्यायाधीशों के मामले में भी जांच व दंड का प्रावधान होना चाहिए ।,23,obl_sv,3.6666666666666665
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,171,उन्होंने कहा कि मंत्रियों की समिति न्यायाधीश की राय नहीं लेगी और स्वतंत्र रूप से अपने सुझाव देगी ।,19,obl_sv,3.1176470588235294
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,174,उल्लेखनीय है कि एनडीए सरकार ने लोकपाल की दिशा में काफी प्रयास किए और तत्कालीन प्रधानमंत्री अटल बिहारी वाजपेयी व उनके कई वरिष्ठ साथियों ने प्रधानमंत्री को भी लोकपाल के दायरे में रखने का प्रयास किया था ।,38,s_obl_v,4.138888888888889
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,177,"लेकिन हम लोगों का मानना है कि राष्ट्रपति, प्रधानमंत्री और मुख्य न्यायाधीश को कम से कम इससे बाहर होना चाहिए ।",21,s_obl_v,3.6842105263157894
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,178,प्रधानमंत्री को केवल संसद के प्रति ही उत्तरदायी होना चाहिए और राष्ट्रपति पर तो कोई बहस भी नहीं होनी चाहिए,21,s_obl_v,3.0526315789473686
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,181,जिसमें लोगों को यह जानने का हक भी मिले कि किसी प्रकरण की स्थिति क्या चल रही है?,19,s_obl_v,2.764705882352941
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,186,भारद्वाज का कहना है कि वह व्यापक लोकपाल विधेयक के जरिए इसे संपूर्ण बनाना चाहते हैं जिसमें आम लोग भी प्रशासनिक स्तर पर अपने काम रुकने या भ्रष्टाचार की शिकायतें कर सकें ।,33,obl_sv,3.935483870967742
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,187,भारतीय दूरसंचार नियामक प्राधिकरण (ट्राई) ने टाटा टेलीसर्विस लिमिटेड और रिलायंस इंफोकॉम लिमिटेड द्वारा फिक्सड वायरलेस फोन को वॉकी और अनलिमिटेड कार्डलेस फोन बताने पर कड़ा रुख अपनाया है ।,30,s_obl_v,3.5714285714285716
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,193,जबकि मोबाइल पर यह दर लागू होती है ।,9,obl_sv,2.4285714285714284
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,197,आपके सेलफोन पर वायरस हमला कर सकते हैं ।,9,obl_sv,1.7142857142857142
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,203,"पूर्व प्रधानमंत्री अटल बिहारी वाजपेयी खुलकर आडवाणी के बचाव में सामने आ गए और बोले, पाकिस्तान के जनक ने स्वतंत्रता संघर्ष में महत्वपूर्ण भूमिका अदा की थी ।",28,s_obl_v,2.6153846153846154
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,206,"जिन्ना को पाकिस्तान का जनक बताते हुए वाजपेयी ने कहा कि कायदे आजम चाहते थे कि भारत और पाकिस्तान के लोग सद्भावना से रहें, लेकिन पाकिस्तान के नेताओं ने उनका समर्थन नहीं किया ।",34,s_obl_v,2.875
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,207,उन्होंने कहा कि सरोजनी नायडू जैसी कांग्रेस की वरिष्ठ नेता ने भी जिन्ना पर इसी तरह की टिथी की थी ।,21,s_obl_v,3.736842105263158
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,222,हालांकि कांग्रेस प्रवक्ता अभिषेक मनु सिंघवी के मुताबिक 'यूपीए एक ठोस गठबंधन है और राज्य की मौजूदा सरकार को सत्ता से बाहर करने में कोई संदेह नहीं है,29,obl_sv,3.3703703703703702
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,231,"लेकिन, इस समझौते से राजद और माकपा की भवें तन गई हैं ।",13,obl_sv,2.727272727272727
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,237,अदालत ने कहा कि पादरी या नन होने का आशय यह नहीं है कि वे कानूनी पेशे में प्रवेश नहीं कर सकते ।,23,s_obl_v,3.0476190476190474
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,243,"अदालत का मानना है कि ऐसे लोगों के आने से पेशे में पवित्रता, ईमानदारी और पारदर्शिता बढ़ेगी, क्योंकि कानूनी पेशे को ऐसे लोगों की जरूरत है, जो पूरी निष्ठा और निस्वार्थ भाव से दबे कुचले लोगों और पर्यावरण संरक्षण के मसले उठाएं ।",43,s_obl_v,3.8780487804878048
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,246,याचियों ने अपनी दलील में कहा कि यदि कोई वकील अदालत में प्रैक्टिस कर रहा है और वह पादरी या नन बन जाता है तो उसे वकील के रूप में वकालत जारी रखने से अयोग्य नहीं ठहराया जाता ।,39,s_obl_v,5.135135135135135
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,253,ईश्वर का शुक्र है कि अदालत ने हमारे पक्ष में फैसला दिया है ।,14,s_obl_v,2.8333333333333335
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,259,नटवर फिलहाल बिना विभाग के मंत्री रहेंगे ।,8,s_obl_v,2.6666666666666665
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,260,सरकार ने वोल्कर रिपोर्ट के तथ्यों की न्यायिक जांच कराने के लिए पूर्व मुख्य न्यायधीश आर. एस. पाठक की अध्यक्षता में आयोग का गठन किया है ।,27,s_obl_v,3.04
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,268,करीब दो घंटे तक गहन मंत्रणा के बाद नटवर सिंह को विदेश मंत्रालय से हटाने का फैसला किया गया ।,20,s_obl_v,2.7777777777777777
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,279,"बारू के मुताबिक, वीरेंद्र दयाल समिति वोल्कर रिपोर्ट से संबंधित तथ्यों और आंकड़ों को एकत्र करने के लिए संयुक्त राष्ट्र व अन्य सदस्य देशों की यात्रा करेगी ।",28,obl_sv,3.9615384615384617
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,285,उन्होंने कहा कि पॉल वोल्कर ने जब खुद स्वीकार किया कि उन्होंने कोफी अन्नान को संकट से उबारने के लिए इसकी भाषा में फेरबदल किया तो इससे इसकी गंभीरता का अंदाजा लगाया जा सकता है ।,36,s_obl_v,5.411764705882353
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,290,तस्लीमुद्दीन अररिया की अदालत में आपराधिक मुकदमे का सामना कर रहे हैं ।,13,s_obl_v,2.4545454545454546
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,299,सर्वेक्षण में कहा गया है कि न्यूनतम साझा कार्यक्रम के अनुरूप शिक्षा पर व्यय को चरणबद्ध तरीके से बढ़ाकर जीडीपी का ६ फीसदी करने से सामाजिक क्षेत्र की काफी मुश्किलों का हल निकल आएगा ।,35,obl_sv,4.333333333333333
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,311,स्कूली शिक्षा के प्रत्येक स्तर पर लड़कियों की भागीदारी बढ़ी है ।,12,obl_sv,1.7
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,313,उच्च शिक्षा में विद्यार्थियों की संख्या बढ़ी है और १९९७ - ९८ के ७.२६ मिलियन से बढ़कर २००२ - ०३ में ९.२ मिलियन हो गई ।,24,obl_sv,2.909090909090909
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,313,उच्च शिक्षा में विद्यार्थियों की संख्या बढ़ी है और १९९७ - ९८ के ७.२६ मिलियन से बढ़कर २००२ - ०३ में ९.२ मिलियन हो गई ।,24,obl_sv,2.909090909090909
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,320,लालू ने आरोप लगाया कि राजग के कई मंत्री राष्ट्र विरोधी गतिविधियों में शामिल रहे हैं और वह उसे उजागर करेंगे ।,22,s_obl_v,3.05
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,324,लेकिन ऐसा नहीं होगा क्योंकि वह किसी की दया पर मंत्री नहीं बने बल्कि अपने दम पर बने हैं ।,20,s_obl_v,2.888888888888889
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,326,बहस कांग्रेस नेता जयपाल रेड्डी के प्रस्ताव पर हुई थी ।,11,s_obl_v,2.111111111111111
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,328,"वाजपेयी ने कहा था, जिन मंत्रियों को मंत्रिमंडल से हटाने की बात की जा रही है, उनके त्यागपत्र लेने का सवाल ही नहीं पैदा होता है ।",27,s_obl_v,2.52
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,332,वाजपेयी के बयानों का हवाला देते हुए लालू ने कहा कि राजग के प्रधानमंत्री जहां अपने मंत्रियों का बचाव कर रहे थे वहीं अब वे हमारे इस्तीफे की मांग कर रहे हैं ।,33,obl_sv,3.3870967741935485
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,333,लालू ने कहा कि जयललिता और उमा भारती के खिलाफ भी आरोप हैं लेकिन वे अपने पदों पर बनी हैं ।,21,s_obl_v,3.210526315789474
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,341,उन्होंने कहा कि उपग्रह के चित्रों से भी यह पता चला है कि पाकिस्तानी सेना ने इस चौकी पर अपना कब्जा जमाया हुआ है ।,25,s_obl_v,3.260869565217391
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,343,अपने पति राबर्ट वढेरा के साथ रिट्रीट पहुंची प्रियंका बचपन की यादों में खो गई ।,16,s_obl_v,1.7857142857142858
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,347,यहां राष्ट्रपति व प्रधानमंत्री गर्मियों की छुट्टियां बिताने आते रहे हैं ।,12,obl_sv,2.6
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,351,पता चला है कि प्रियंका देवदार के घने जंगलों के बीच फैले खूबसूरत रिट्रीट भवन परिसर में टहलीं ।,19,s_obl_v,3.9411764705882355
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,356,इस हेलीपैड पर प्रियंका के पिता उड़ान भी भर चुके हैं ।,12,obl_sv,2.2
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,358,इसके बाद वह कहीं घूमने नहीं निकलीं ।,8,obl_sv,2.5
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,363,प्रियंका के लौट जाने से मीडिया कर्मियों में खासी मायूसी है ।,12,obl_sv,2.2
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,364,उनके भरसक प्रयासों के बावजूद प्रियंका से मुलाकात करने की हसरतें पूरी नहीं हो पाई ।,16,obl_sv,2.2857142857142856
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,370,ताजा हिमपात होने से घाटी के तापमान में गिरावट आने के कारण लोगों ने गर्म वस्त्र पहनने शुरू कर दिए ।,21,obl_sv,2.263157894736842
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,372,वहीं स्थानीय लोगों के लिए यह बारिश वरदान से कम नहीं मानी जा रही है क्योंकि सेब की अच्छी फसल के लिए समय - समय पर बारिश का होना जरूरी माना जाता है ।,33,obl_sv,3.6129032258064515
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,385,यह समिति शंकराचार्य के निर्देश में कार्यो का निष्पादन करेगी ।,11,s_obl_v,2.4444444444444446
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,393,यह समाधान प्रस्ताव ३० सितंबर २००४ तक तैयार हो जाने की उम्मीद है ।,14,s_obl_v,2.0
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,397,वह बताते हैं कि समिति शंकराचार्य जी के प्रति उत्तरदायी होगी ।,12,s_obl_v,3.6
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,415,वहीं कम से कम 10 फीसदी औद्योगिक विकास दर को हासिल करने के लिए प्रत्यक्ष विदेशी निवेश (एफडीआई) व्यवस्था उदार बनाए जाने की संभावना है ।,26,obl_sv,3.125
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,416,सूत्रों ने बताया कि वैश्विक स्तर पर ब्याज दरों में उछाल आने तथा पिछले कुछ हफ्तों में मुद्रास्फीती बढ़ने के मद्देनजर बजट में लघु बचत दरों को 8 - 8.5 फीसदी ही रखे जाने की उम्मीद है ।,37,obl_sv,4.6571428571428575
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,420,इसके अलावा टेक्सटाइल क्षेत्र को भी कुछ टैक्स राहत मिल सकती है ।,13,obl_sv,2.4545454545454546
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,424,रिलायंस इंफोकॉम के अध्यक्ष मुकेश अंबानी हैं और कंपनी ने बृहस्पतिवार को इस आरोप का खंडन किया है ।,19,s_obl_v,2.9411764705882355
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,427,"ऐसी खबरें हैं कि रिलायंस इंफोकॉम, रिलायंस कैपिटल और रिलायंस एनर्जी अनिल के हिस्से में आ सकतीं हैं ।",19,s_obl_v,3.4705882352941178
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,436,पूर्वी दिल्ली जिला पुलिस कार्यालय परिसर से सटे भोलानाथ नगर स्थित तिमंजिला हौज़री फैक्टरी में आग लगने से 12 कारीगर काल के गाल में समा गए ।,27,s_obl_v,2.04
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,437,पांच कारीगर जान बचाने के लिए दूसरी मंजिल से कूद गए और घायल हो गए ।,16,s_obl_v,2.2857142857142856
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,441,आग पर काबू पाने के लिए दमकल की करीब तीन दर्जन गाड़ियां भेजी गई और लगभग 75 से अधिक दमकलकर्मियों को चार घंटे तक जूझना पड़ा ।,27,s_obl_v,2.64
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,457,मंगल सेन के मकान की दीवार तो पूरी तरह क्षतिग्रस्त हो गई ।,13,s_obl_v,1.6363636363636365
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,468,हालांकि अब तक भाजपा व एनडीए नेतृत्व की ओर से कांग्रेस के इस तर्क को कोई समर्थन नहीं मिला है कि सदनों के प्रमुखों के चार पदों में से कम से कम एक पद सत्ताधारी दल को मिलना चाहिए ।,40,obl_sv,4.2894736842105265
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,470,यदि राज्यसभा का उपसभापति पद कांग्रेस को दिए जाने पर सहमति बनती है तो हाल ही में राज्यसभा सदस्य बनीं मोहसिना किदवई का नाम सबसे ऊपर माना जा रहा है ।,31,obl_sv,2.9655172413793105
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,473,"लोकसभा अध्यक्ष सोमनाथ चटर्जी वाम मोरचे से हैं, जो यूपीए में शामिल नहीं है बल्कि बाहर से समर्थन दे रहें हैं ।",22,s_obl_v,2.35
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,474,कांग्रेस का तर्क यह भी है कि लोकसभा उपाध्यक्ष का पद परंपरा के मुताबिक विपक्ष को प्रस्तावित था और एनडीए ने अकाली दल को यह पद दे दिया ।,29,s_obl_v,3.3703703703703702
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,479,टीडीपी ने भी बाहर से समर्थन दिया था ।,9,s_obl_v,2.142857142857143
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,488,केंद्रीय विद्यालय की १०वीं की छात्रा सृष्टि कृष्णमूर्ति के पिता और स्कूल के प्रधानाचार्य ने बताया कि सृष्टि ने भारत - पाक क्रिकेट सीरीज़ के बाद 'सिंबायोसिस' शीर्षक से एक कविता लिखकर मुशर्रफ को भेजी थी ।,36,s_obl_v,3.5294117647058822
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,490,इस कविता में सृष्टि ने उम्मीद जताई है कि दोनों देशों के बीच अच्छे संबंध केवल खेल के मैदान तक ही सीमित नहीं रहेंगे ।,25,obl_sv,3.782608695652174
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,495,वर्ष २००३ - ०४ में टेलीफोन कनेक्शन में तकरीबन ४० फीसदी वृद्धि दर्ज करने के बाद सर्वे में यह उम्मीद जताई गई है कि वर्ष २००४ - ०५ में यदि इसी गति से बढ़ोतरी हुई तो वर्ष २००५ - ०६ के अंत तक ग्राहकों की संख्या १५ करोड़ तक पहुंच जाएगी ।,49,obl_sv,3.8297872340425534
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,497,हालांकि मोबाइल फोन में वृद्धि दर को देखते हुए वर्ष २००५ - ०६ तक टेलीफोन घनत्व १७ तक पहुंचने की उम्मीद की गई है ।,24,s_obl_v,3.227272727272727
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,498,मार्च २००४ तक इंटरनेट इस्तेमाल करने वालों की संख्या ३६ लाख से बढ़कर ४२ लाख हो गई है ।,19,obl_sv,2.588235294117647
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,503,हालांकि मोबाइल फोन के मामले में सार्वजनिक क्षेत्र के ग्राहकों की संख्या २६.४ लाख से बढ़कर ६० लाख हो गई है ।,22,obl_sv,3.0
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,518,इन राज्यों में मानसून प्रवेश करने में कुछ दिन और लगेंगे ।,12,obl_sv,1.9
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,521,सुबह हुई हल्की बारिश से तापमान कम हुआ है और लोगों को गर्मी से राहत मिली है ।,18,obl_sv,2.4375
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,521,सुबह हुई हल्की बारिश से तापमान कम हुआ है और लोगों को गर्मी से राहत मिली है ।,18,obl_sv,2.4375
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,525,इससे सरकार के अनुमान धरे के धरे रह सकते हैं ।,11,obl_sv,2.3333333333333335
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,532,अच्छे मानसून के कारण खाद्यान्नों की पैदावार २००२ - ०३ के १७.४२ करोड़ टन से बढ़ कर २००३ - ०४ के २१.०८ करोड़ टन पहुंच गई ।,25,obl_sv,2.869565217391304
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,542,कृषि क्षेत्र में ९.१ फीसदी की दर से वृद्धि हुई है और इसका जीडीपी में भारी योगदान रहा ।,19,obl_sv,2.4705882352941178
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,545,मूल्यों की बढ़त में निर्माण क्षेत्र का भारी योगदान रहा ।,11,obl_sv,2.0
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,547,"केंद्र सरकार ने बुधवार को कहा कि ब्रिटेन द्वारा निर्मित हॉक उन्नत प्रशिक्षण विमान (एजेटी) भारत को सितंबर, २००७ से मिलने शुरू हो जाएँगे ।",25,s_obl_v,3.347826086956522
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,552,"सेना को इन विमानों की आपूर्ति मार्च, २००८ से शुरू होगी, जो मई २०१० तक चलेगी ।",17,s_obl_v,2.933333333333333
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,553,रक्षा मंत्री ने इस बात से इन्कार किया कि ब्रिटिश एरोस्पेस ने 'मैन - डिज़ाइन वर्क' के लिए पाँच करोड़ अमेरिकी डॉलर की माँग की है और इसे पूरा नहीं किए जाने पर सौदा रद्द करने की धमकी दी है ।,40,s_obl_v,3.6315789473684212
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,555,उन्होंने बताया कि अभी पहले बैच का प्रशिक्षण शुरू नहीं हुआ है ।,13,obl_sv,3.272727272727273
