File,Sent_ID,Sentence,Length,Category,Average Dependency,sub ID,subject,sub_subset_words,sub_subset_length,sub_subset_char_length,sub_direction,obl ID,obl,obl_subset_words,obl_subset_length,obl_subset_char_length,obl_direction
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,87,बर्फ के पास ही अत्यंत मादक सुगंध वाले सिरंगा पुष्पकुंज मिलने लगते हैं ।,14,obl_sv,2.3333333333333335,10,पुष्पकुंज,"['पुष्पकुंज', 'सुगंध', 'मादक', 'अत्यंत', 'वाले', 'सिरंगा']",6,34,RL,1,बर्फ,"['बर्फ के', 'बर्फ पास', 'ही']",3,15,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,88,इनके समाप्त होने पर हरी बुग्याल 'दूब' मिलती है ।,10,obl_sv,1.625,8,दूब,"['दूब', 'बुग्याल', 'हरी']",3,13,RL,3,होने,"['होने', 'इनके', 'समाप्त', 'पर']",4,16,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,89,इसके पश्चात केदारनाथ का हिमनद और उससे निकलने वाली मंदाकिनी अपने में असंख्य पाषाण खंडों को फोड़कर निकले झरनों और फव्वारों के जल को समेटे उद्दाम गति से प्रवाहित होती दिखाई देती है ।,34,s_obl_v,3.84375,5,हिमनद,"['हिमनद', 'केदारनाथ का', 'मंदाकिनी', 'और', 'निकलने', 'उससे', 'वाली']",7,39,Both,27,गति,"['उद्दाम', 'गति से']",2,11,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,89,इसके पश्चात केदारनाथ का हिमनद और उससे निकलने वाली मंदाकिनी अपने में असंख्य पाषाण खंडों को फोड़कर निकले झरनों और फव्वारों के जल को समेटे उद्दाम गति से प्रवाहित होती दिखाई देती है ।,34,obl_sv,3.84375,30,होती,"['होती', 'हिमनद', 'केदारनाथ का', 'मंदाकिनी', 'और', 'निकलने', 'उससे', 'वाली', 'समेटे', 'अपने में', 'निकले', 'फोड़कर', 'असंख्य', 'पाषाण', 'खंडों को', 'फव्वारों', 'और', 'झरनों के', 'जल को', 'उद्दाम', 'गति से', 'प्रवाहित']",22,124,RL,1,इसके,['इसके पश्चात'],1,10,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,94,मंदिर लगभग 6 फुट ऊँचे चबूतरे पर बना है ।,10,s_obl_v,1.875,1,मंदिर,['मंदिर'],1,5,No Direction,6,चबूतरे,"['ऊँचे', 'फुट', '6', 'लगभग', 'चबूतरे पर']",5,20,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,98,उसकी छत चार विशाल पाषाण स्तंभों पर टिकी है ।,10,s_obl_v,2.125,2,छत,"['छत', 'उसकी']",2,6,RL,6,स्तंभों,"['चार', 'विशाल', 'पाषाण', 'स्तंभों पर']",4,22,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,102,यहाँ आधुनिक शैली का स्मारक बना है ।,8,obl_sv,1.8333333333333333,5,स्मारक,"['स्मारक', 'आधुनिक', 'शैली का']",3,18,RL,1,यहाँ,['यहाँ'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,104,निःसंदेह वे पहले नौ रही होंगी ।,7,s_obl_v,2.2,2,वे,['वे'],1,2,No Direction,3,पहले,['पहले'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,105,केदारनाथ में अनेक नाकविहीन मूर्तियों के विग्रह बिखरे पड़े हैं ।,11,obl_sv,2.0,7,विग्रह,"['विग्रह', 'अनेक', 'नाकविहीन', 'मूर्तियों के']",4,29,RL,1,केदारनाथ,['केदारनाथ में'],1,11,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,113,इससे पाकिस्तान की साख कमजोर होती जा रही है ।,10,obl_sv,2.125,4,साख,"['साख', 'पाकिस्तान की']",2,14,RL,1,इससे,['इससे'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,116,"अमेरिका ने तब उन पर परमाणु परीक्षण नहीं करने के लिए दबाव बनाया था, लेकिन देश के संप्रभु चरित्र की रक्षा के लिए उन्होंने अमेरिकी दबाव की अनदेखी की ।",30,obl_sv,3.75,25,उन्होंने,['उन्होंने'],1,8,No Direction,22,रक्षा,"['देश के', 'संप्रभु', 'चरित्र की', 'रक्षा के', 'रक्षा लिए']",5,35,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,117,उन्होंने यह भी कहा कि तब तत्कालीन भारतीय प्रधानमंत्री अटल बिहारी वाजपेयी ने खुद अपनी मर्जी से लाहौर की यात्रा की थी और लाहौर घोषणा पर हस्ताक्षर हुआ था ।,30,obl_sv,3.857142857142857,27,हस्ताक्षर,['हस्ताक्षर'],1,9,No Direction,25,घोषणा,"['लाहौर', 'घोषणा पर']",2,12,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,119,"शरीफ ने कहा कि तब वाजपेयी ने मुझसे कहा था कि वे वर्ष, १९९९ को कश्मीर समस्या के समाधान वर्ष के रूप में याद करना चाहेंगे ।",27,obl_sv,4.16,6,वाजपेयी,['वाजपेयी ने'],1,9,LR,5,तब,['तब'],1,2,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,124,उन्होंने कहा कि इसके पीछे पाकिस्तान और उसके परमाणु कार्यक्रम को निशाना बनाने का उद्देश्य छिपा हुआ है ।,19,obl_sv,3.9411764705882355,15,उद्देश्य,"['उद्देश्य', 'बनाने', 'पाकिस्तान', 'और', 'उसके', 'परमाणु', 'कार्यक्रम को', 'निशाना', 'का']",9,53,RL,4,इसके,['इसके पीछे'],1,8,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,127,"उन्होंने कहा कि मुशर्रफ की सरकार ने तब सौदेबाजी करने की कोशिश की थी, लेकिन उन्होंने इससे इनकार कर दिया था ।",22,s_obl_v,3.15,6,सरकार,"['मुशर्रफ की', 'सरकार ने']",2,16,Both,8,तब,['तब'],1,2,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,136,संसदीय कमेटी ने बजट पर बढ़ती निर्भरता के लिए रेलवे की निंदा की है ।,15,s_obl_v,2.3846153846153846,2,कमेटी,"['संसदीय', 'कमेटी ने']",2,13,Both,7,निर्भरता,"['बढ़ती', 'बजट पर', 'निर्भरता के', 'निर्भरता लिए']",4,31,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,137,कमेटी का सुझाव है कि देश के सबसे बड़े सार्वजनिक क्षेत्र के उपक्रम रेलवे को अपने रुख में बदलाव करते हुए उपभोक्ता के लिए सरल और बाजारोन्मुखी बनना होगा ।,30,s_obl_v,4.0,14,रेलवे,"['उपक्रम', 'देश के', 'बड़े', 'सबसे', 'सार्वजनिक', 'क्षेत्र के', 'रेलवे को']",7,44,Both,22,उपभोक्ता,"['उपभोक्ता के', 'उपभोक्ता लिए']",2,21,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,139,लोकसभा में पेश की गई अपनी रिपोर्ट में कमेटी का कहना है कि रेलवे को केंद्रीय मदद अब ५० फीसदी से भी अधिक मिलने लगी है ।,27,s_obl_v,3.32,17,मदद,"['मदद', 'केंद्रीय']",2,11,RL,18,अब,['अब'],1,2,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,140,एक व्यापारिक उपक्रम होने के कारण सबसे पहले रेलवे को अपनी योजना के वित्त का भी प्रबंध करना चाहिए और परियोजनाओं को आंतरिक स्रोतों से पूरा करना चाहिए ।,29,obl_sv,3.111111111111111,9,रेलवे,['रेलवे को'],1,7,LR,8,पहले,"['पहले', 'सबसे']",2,8,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,148,जबकि भारत में यह रकम ५० फीसदी हो जाती है ।,11,obl_sv,2.5555555555555554,5,रकम,"['रकम', 'यह']",2,5,RL,2,भारत,['भारत में'],1,7,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,150,वह आंतरिक संसाधनों के जरिए ५७ फीसदी रकम का प्रबंध करता है और बाजार से ३२ फीसदी रकम हासिल करता है ।,22,s_obl_v,2.9,1,वह,['वह'],1,2,No Direction,3,संसाधनों,"['आंतरिक', 'संसाधनों के', 'संसाधनों जरिए']",3,28,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,161,"केंद्र सरकार कार्यपालिका, न्यायपालिका और विधायिका के तीनों अंगों को लोकपाल के दायरे में लाने पर विचार कर रही है ।",21,s_obl_v,2.8421052631578947,2,सरकार,"['सरकार', 'केंद्र']",2,11,RL,16,लाने,"['लाने', 'न्यायपालिका', 'विधायिका', 'और', 'कार्यपालिका के', 'तीनों', 'अंगों को', 'लोकपाल के', 'दायरे में', 'पर']",10,68,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,168,न्यायाधीशों के पास जांच की पर्याप्त एजेंसी नहीं होती ।,10,obl_sv,2.375,7,एजेंसी,"['एजेंसी', 'जांच की', 'पर्याप्त']",3,20,RL,1,न्यायाधीशों,"['न्यायाधीशों के', 'न्यायाधीशों पास']",2,27,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,169,अब जनता में यह महसूस किया जाने लगा है कि न्यायाधीशों के मामले में भी जांच व दंड का प्रावधान होना चाहिए ।,23,obl_sv,3.6666666666666665,20,प्रावधान,"['प्रावधान', 'दंड', 'व', 'जांच का']",4,18,RL,13,मामले,"['न्यायाधीशों के', 'मामले में', 'भी']",3,23,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,171,उन्होंने कहा कि मंत्रियों की समिति न्यायाधीश की राय नहीं लेगी और स्वतंत्र रूप से अपने सुझाव देगी ।,19,obl_sv,3.1176470588235294,17,सुझाव,"['सुझाव', 'अपने']",2,9,RL,14,रूप,"['स्वतंत्र', 'रूप से']",2,13,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,174,उल्लेखनीय है कि एनडीए सरकार ने लोकपाल की दिशा में काफी प्रयास किए और तत्कालीन प्रधानमंत्री अटल बिहारी वाजपेयी व उनके कई वरिष्ठ साथियों ने प्रधानमंत्री को भी लोकपाल के दायरे में रखने का प्रयास किया था ।,38,s_obl_v,4.138888888888889,5,सरकार,"['एनडीए', 'सरकार ने']",2,12,Both,9,दिशा,"['लोकपाल की', 'दिशा में']",2,15,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,177,"लेकिन हम लोगों का मानना है कि राष्ट्रपति, प्रधानमंत्री और मुख्य न्यायाधीश को कम से कम इससे बाहर होना चाहिए ।",21,s_obl_v,3.6842105263157894,8,राष्ट्रपति,"['प्रधानमंत्री', 'न्यायाधीश', 'और', 'मुख्य', 'राष्ट्रपति को']",5,40,LR,18,इससे,['इससे'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,178,प्रधानमंत्री को केवल संसद के प्रति ही उत्तरदायी होना चाहिए और राष्ट्रपति पर तो कोई बहस भी नहीं होनी चाहिए,21,s_obl_v,3.0526315789473686,1,प्रधानमंत्री,['प्रधानमंत्री को'],1,14,LR,4,संसद,"['केवल', 'संसद के', 'संसद प्रति', 'ही']",4,21,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,181,जिसमें लोगों को यह जानने का हक भी मिले कि किसी प्रकरण की स्थिति क्या चल रही है?,19,s_obl_v,2.764705882352941,14,स्थिति,"['स्थिति', 'किसी', 'प्रकरण की']",3,18,RL,15,क्या,['क्या'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,186,भारद्वाज का कहना है कि वह व्यापक लोकपाल विधेयक के जरिए इसे संपूर्ण बनाना चाहते हैं जिसमें आम लोग भी प्रशासनिक स्तर पर अपने काम रुकने या भ्रष्टाचार की शिकायतें कर सकें ।,33,obl_sv,3.935483870967742,19,लोग,"['लोग', 'आम', 'भी']",3,7,Both,17,जिसमें,['जिसमें'],1,6,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,187,भारतीय दूरसंचार नियामक प्राधिकरण (ट्राई) ने टाटा टेलीसर्विस लिमिटेड और रिलायंस इंफोकॉम लिमिटेड द्वारा फिक्सड वायरलेस फोन को वॉकी और अनलिमिटेड कार्डलेस फोन बताने पर कड़ा रुख अपनाया है ।,30,s_obl_v,3.5714285714285716,4,प्राधिकरण,"['प्राधिकरण', 'भारतीय', 'दूरसंचार', 'नियामक', 'ट्राई', 'ने']",6,36,RL,26,बताने,"['बताने', 'टाटा', 'टेलीसर्विस', 'और', 'रिलायंस', 'इंफोकॉम', 'लिमिटेड द्वारा', 'फिक्सड', 'वायरलेस', 'फोन को', 'वॉकी', 'और', 'अनलिमिटेड', 'कार्डलेस', 'पर']",15,91,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,193,जबकि मोबाइल पर यह दर लागू होती है ।,9,obl_sv,2.4285714285714284,5,दर,"['दर', 'यह']",2,4,RL,2,मोबाइल,['मोबाइल पर'],1,8,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,197,आपके सेलफोन पर वायरस हमला कर सकते हैं ।,9,obl_sv,1.7142857142857142,4,वायरस,['वायरस'],1,5,No Direction,2,सेलफोन,"['आपके', 'सेलफोन पर']",2,12,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,203,"पूर्व प्रधानमंत्री अटल बिहारी वाजपेयी खुलकर आडवाणी के बचाव में सामने आ गए और बोले, पाकिस्तान के जनक ने स्वतंत्रता संघर्ष में महत्वपूर्ण भूमिका अदा की थी ।",28,s_obl_v,2.6153846153846154,5,वाजपेयी,"['वाजपेयी', 'प्रधानमंत्री', 'पूर्व', 'अटल', 'बिहारी']",5,33,RL,9,बचाव,"['आडवाणी के', 'बचाव में']",2,15,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,206,"जिन्ना को पाकिस्तान का जनक बताते हुए वाजपेयी ने कहा कि कायदे आजम चाहते थे कि भारत और पाकिस्तान के लोग सद्भावना से रहें, लेकिन पाकिस्तान के नेताओं ने उनका समर्थन नहीं किया ।",34,s_obl_v,2.875,21,लोग,"['लोग', 'पाकिस्तान', 'और', 'भारत के']",4,20,RL,22,सद्भावना,['सद्भावना से'],1,10,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,207,उन्होंने कहा कि सरोजनी नायडू जैसी कांग्रेस की वरिष्ठ नेता ने भी जिन्ना पर इसी तरह की टिथी की थी ।,21,s_obl_v,3.736842105263158,10,नेता,"['सरोजनी', 'नायडू जैसी', 'कांग्रेस की', 'वरिष्ठ', 'नेता ने', 'भी']",6,39,RL,13,जिन्ना,['जिन्ना पर'],1,8,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,222,हालांकि कांग्रेस प्रवक्ता अभिषेक मनु सिंघवी के मुताबिक 'यूपीए एक ठोस गठबंधन है और राज्य की मौजूदा सरकार को सत्ता से बाहर करने में कोई संदेह नहीं है,29,obl_sv,3.3703703703703702,27,संदेह,"['संदेह', 'कोई']",2,8,RL,24,करने,"['करने', 'राज्य की', 'मौजूदा', 'सरकार को', 'सत्ता से', 'सत्ता बाहर', 'में']",7,43,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,231,"लेकिन, इस समझौते से राजद और माकपा की भवें तन गई हैं ।",13,obl_sv,2.727272727272727,10,भवें,"['भवें', 'राजद', 'और', 'माकपा की']",4,17,RL,4,समझौते,"['इस', 'समझौते से']",2,10,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,237,अदालत ने कहा कि पादरी या नन होने का आशय यह नहीं है कि वे कानूनी पेशे में प्रवेश नहीं कर सकते ।,23,s_obl_v,3.0476190476190474,15,वे,['वे'],1,2,No Direction,17,पेशे,"['कानूनी', 'पेशे में']",2,13,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,243,"अदालत का मानना है कि ऐसे लोगों के आने से पेशे में पवित्रता, ईमानदारी और पारदर्शिता बढ़ेगी, क्योंकि कानूनी पेशे को ऐसे लोगों की जरूरत है, जो पूरी निष्ठा और निस्वार्थ भाव से दबे कुचले लोगों और पर्यावरण संरक्षण के मसले उठाएं ।",43,s_obl_v,3.8780487804878048,30,जो,['जो'],1,2,No Direction,32,निष्ठा,"['पूरी', 'भाव', 'और', 'निस्वार्थ', 'निष्ठा से']",5,26,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,246,याचियों ने अपनी दलील में कहा कि यदि कोई वकील अदालत में प्रैक्टिस कर रहा है और वह पादरी या नन बन जाता है तो उसे वकील के रूप में वकालत जारी रखने से अयोग्य नहीं ठहराया जाता ।,39,s_obl_v,5.135135135135135,10,वकील,"['वकील', 'कोई']",2,7,RL,11,अदालत,['अदालत में'],1,8,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,253,ईश्वर का शुक्र है कि अदालत ने हमारे पक्ष में फैसला दिया है ।,14,s_obl_v,2.8333333333333335,6,अदालत,['अदालत ने'],1,7,LR,9,पक्ष,"['हमारे', 'पक्ष में']",2,12,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,259,नटवर फिलहाल बिना विभाग के मंत्री रहेंगे ।,8,s_obl_v,2.6666666666666665,1,नटवर,['नटवर'],1,4,No Direction,2,फिलहाल,['फिलहाल'],1,6,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,260,सरकार ने वोल्कर रिपोर्ट के तथ्यों की न्यायिक जांच कराने के लिए पूर्व मुख्य न्यायधीश आर. एस. पाठक की अध्यक्षता में आयोग का गठन किया है ।,27,s_obl_v,3.04,1,सरकार,['सरकार ने'],1,7,LR,20,अध्यक्षता,"['न्यायधीश', 'पूर्व', 'मुख्य', 'आर.', 'एस.', 'पाठक की', 'अध्यक्षता में']",7,42,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,268,करीब दो घंटे तक गहन मंत्रणा के बाद नटवर सिंह को विदेश मंत्रालय से हटाने का फैसला किया गया ।,20,s_obl_v,2.7777777777777777,10,सिंह,"['नटवर', 'सिंह को']",2,10,Both,13,मंत्रालय,"['विदेश', 'मंत्रालय से']",2,15,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,279,"बारू के मुताबिक, वीरेंद्र दयाल समिति वोल्कर रिपोर्ट से संबंधित तथ्यों और आंकड़ों को एकत्र करने के लिए संयुक्त राष्ट्र व अन्य सदस्य देशों की यात्रा करेगी ।",28,obl_sv,3.9615384615384617,7,समिति,"['समिति', 'वीरेंद्र', 'दयाल']",3,17,RL,1,बारू,"['बारू के', 'बारू मुताबिक']",2,17,LR
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,285,उन्होंने कहा कि पॉल वोल्कर ने जब खुद स्वीकार किया कि उन्होंने कोफी अन्नान को संकट से उबारने के लिए इसकी भाषा में फेरबदल किया तो इससे इसकी गंभीरता का अंदाजा लगाया जा सकता है ।,36,s_obl_v,5.411764705882353,12,उन्होंने,['उन्होंने'],1,8,No Direction,22,भाषा,"['इसकी', 'भाषा में']",2,11,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,290,तस्लीमुद्दीन अररिया की अदालत में आपराधिक मुकदमे का सामना कर रहे हैं ।,13,s_obl_v,2.4545454545454546,1,तस्लीमुद्दीन,['तस्लीमुद्दीन'],1,12,No Direction,4,अदालत,"['अररिया की', 'अदालत में']",2,16,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,299,सर्वेक्षण में कहा गया है कि न्यूनतम साझा कार्यक्रम के अनुरूप शिक्षा पर व्यय को चरणबद्ध तरीके से बढ़ाकर जीडीपी का ६ फीसदी करने से सामाजिक क्षेत्र की काफी मुश्किलों का हल निकल आएगा ।,35,obl_sv,4.333333333333333,32,हल,"['हल', 'सामाजिक', 'क्षेत्र की', 'काफी', 'मुश्किलों का']",5,33,RL,9,कार्यक्रम,"['न्यूनतम', 'साझा', 'कार्यक्रम के', 'कार्यक्रम अनुरूप']",4,37,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,311,स्कूली शिक्षा के प्रत्येक स्तर पर लड़कियों की भागीदारी बढ़ी है ।,12,obl_sv,1.7,9,भागीदारी,"['भागीदारी', 'लड़कियों की']",2,18,RL,5,स्तर,"['स्कूली', 'शिक्षा के', 'प्रत्येक', 'स्तर पर']",4,28,RL
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,313,उच्च शिक्षा में विद्यार्थियों की संख्या बढ़ी है और १९९७ - ९८ के ७.२६ मिलियन से बढ़कर २००२ - ०३ में ९.२ मिलियन हो गई ।,24,obl_sv,2.909090909090909,6,संख्या,"['संख्या', 'विद्यार्थियों की']",2,21,RL,2,शिक्षा,"['उच्च', 'शिक्षा में']",2,13,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,313,उच्च शिक्षा में विद्यार्थियों की संख्या बढ़ी है और १९९७ - ९८ के ७.२६ मिलियन से बढ़कर २००२ - ०३ में ९.२ मिलियन हो गई ।,24,obl_sv,2.909090909090909,23,मिलियन,"['मिलियन', '९.२']",2,9,RL,20,०३,"['२००२', '०३ में']",2,9,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,320,लालू ने आरोप लगाया कि राजग के कई मंत्री राष्ट्र विरोधी गतिविधियों में शामिल रहे हैं और वह उसे उजागर करेंगे ।,22,s_obl_v,3.05,9,मंत्री,"['मंत्री', 'राजग के', 'कई']",3,14,RL,12,गतिविधियों,"['विरोधी', 'राष्ट्र', 'गतिविधियों में']",3,26,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,324,लेकिन ऐसा नहीं होगा क्योंकि वह किसी की दया पर मंत्री नहीं बने बल्कि अपने दम पर बने हैं ।,20,s_obl_v,2.888888888888889,6,वह,['वह'],1,2,No Direction,9,दया,"['किसी की', 'दया पर']",2,11,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,326,बहस कांग्रेस नेता जयपाल रेड्डी के प्रस्ताव पर हुई थी ।,11,s_obl_v,2.111111111111111,1,बहस,['बहस'],1,3,No Direction,7,प्रस्ताव,"['नेता', 'कांग्रेस', 'जयपाल', 'रेड्डी के', 'प्रस्ताव पर']",5,35,Both
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,328,"वाजपेयी ने कहा था, जिन मंत्रियों को मंत्रिमंडल से हटाने की बात की जा रही है, उनके त्यागपत्र लेने का सवाल ही नहीं पैदा होता है ।",27,s_obl_v,2.52,23,सवाल,"['सवाल', 'लेने', 'त्यागपत्र', 'उनके', 'की', 'बात', 'हटाने', 'जिन', 'मंत्रियों को', 'मंत्रिमंडल से', 'की', 'जा', 'रही', 'है', 'का', 'ही']",16,70,Both,25,नहीं,['नहीं'],1,4,No Direction
../../UD_Hindi-HDTB\hi_hdtb-ud-dev.conllu,332,वाजपेयी के बयानों का हवाला देते हुए लालू ने कहा कि राजग के प्रधानमंत्री जहां अपने मंत्रियों का बचाव कर रहे थे वहीं अब वे हमारे इस्तीफे की मांग कर रहे हैं ।,33,obl_sv,3.3870967741935485,25,वे,['वे'],1,2,No Direction,24,अब,['अब'],1,2,No Direction
