File,Sent_ID,Sentence,Length,Category,Average Dependency
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,117,बैठो तो अपने आप चलने लगता है क्या ।,9,sv_obl,2.142857142857143
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,120,ईरी तक तो पहुँच ही जाती है उस की ।,10,obl_vs,2.125
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,129,शायद विपुल वहाँ गया हुआ है ना ।,8,s_obl_v,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,130,विपुल शायद गया होगा पिट्सबर्ग ।,6,sv_obl,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,136,कहाँ जा रहा है दीपक ।,6,obl_vs,1.75
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,211,लाइफ़ टाइम पता नहीं कब खतम होगा ।,8,s_obl_v,2.3333333333333335
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,225,अब ये कम चलेगी [incomprehensible] ।,6,obl_sv,1.75
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,316,स्टूडेंट्स को इस का टेंशन नहीं होगा क्या ।,9,sv_obl,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,364,4 साल हुआ है इस को ।,7,obl_vs,1.2
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,365,4 हो गया क्या ।,5,sv_obl,1.3333333333333333
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,366,तुम जब आए थे तब आ चुका था ।,9,s_obl_v,1.4285714285714286
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,373,याद नहीं आ रहा था कब वो बना था ।,10,obl_sv,1.875
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,382,बाकी ये [incomprehensible] को निकाल रहे हैं क्या ।,9,sv_obl,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,386,उस का क्या होता है ।,6,s_obl_v,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,391,वही वाला जैसे रहता है ना शूमाकर लेक्चर में ।,10,sv_obl,1.875
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,405,कैसे क्या क्या चेंज हुआ था ।,7,obl_sv,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,407,कैसे ये कॉलेज बना ।,5,obl_sv,1.6666666666666667
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,441,एक्चुअली हम लोग या तो उस के बाद में जैसे [incomprehensible] गए ।,13,s_obl_v,3.727272727272727
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,481,तुम्हारे पास टेप नहीं ना पहुँचेगा ।,7,obl_sv,2.4
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,491,[incomprehensible] अभी 20 मिनट और होगा ।,7,obl_sv,2.6
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,529,और मतलब मैं 8 10 घंटे के लिए गया था ।,11,s_obl_v,3.3333333333333335
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_4370_gold.conllu,534,मैं सैटर्डे ईवनिंग में निकल गया ।,7,s_obl_v,1.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,30,और यहाँ पे बर्फ़ वर्फ़ पड़ रही है ।,9,obl_sv,2.2857142857142856
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,34,मैं तो वहाँ पर देखी नहीं कभी जहाँ हम रहते हैं ।,12,obl_sv,2.2
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,71,पढ़ाई वढ़ाई कैसी चल रही है ।,7,s_obl_v,1.6
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,111,22 तारीख हो गई आज ।,6,sv_obl,1.25
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,114,तो 22 तक का आज तक खत्म हो जाना चहिए ।,11,s_obl_v,2.6666666666666665
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,116,सोच तो यही रही थी कि उसी हिसाब से पढ़ें पर अभी 1 2 दिन से पता नहीं बड़ा सब गड़बड़ हो गया मामला ।,25,obl_vs,3.347826086956522
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,126,पर उस टाइम में फ़िर गुड़िया इतना परेशान करती है ।,11,obl_sv,2.888888888888889
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,153,देखते हैं क्या चिट्ठी आती है वहाँ से ।,9,sv_obl,1.5714285714285714
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,154,क्या खबर आती है भरतपुर से ।,7,sv_obl,1.2
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,157,वो जयपुर से तो चल दिया होगा ।,8,s_obl_v,2.1666666666666665
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,169,अभी बज रहे हैं 6 ।,6,obl_vs,1.75
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,171,नहीं 5 सुबह के बज रहे हैं ना ।,9,s_obl_v,2.2857142857142856
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,173,हमारे यहाँ 22 है तो वहाँ भी 22 हो गई ना ।,12,obl_sv,2.1
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,174,मतलब वहाँ 23 हो गई ।,6,obl_sv,1.75
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,193,तो वो वहाँ गया होगा फ़िर ।,7,s_obl_v,1.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,198,और देखते हैं अपने क्या क्या कागज़ात आते हैं वहाँ से ।,12,sv_obl,1.9
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,228,मीरा चली गई अपनी माँ के यहाँ ।,8,sv_obl,1.8333333333333333
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,253,तुम लोग भी तो जरा भी मेरे साथ मज़े नहीं करते ।,12,s_obl_v,2.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,260,दूसरा समझाते रहो पागल की तरह ।,7,sv_obl,1.4
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,280,कल परसो में इतवार आ रहा है ।,8,obl_sv,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,284,मैं भी ये सोच रही थी तो होगी घर पे ।,12,sv_obl,1.9
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,295,और वो मिक्की कहाँ पर पढ़ता है ।,8,s_obl_v,2.1666666666666665
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,346,मेरी तरफ़ नहीं आई ये आवाज ।,7,obl_vs,1.6
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,355,अपन कर नहीं सकते ना अभी ।,7,sv_obl,2.2
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,470,ये थोड़ी मैं हर समय बैठा रहूँगा ।,8,s_obl_v,1.8333333333333333
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,501,फ़िर पापा अपनी टूटू को ले के कहीं दूर चले जाएँगे ।,12,s_obl_v,2.9
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,533,नहीं मम्मी कहाँ खुश हो रही ।,7,s_obl_v,2.2
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,563,जब से तू आई जब से सब गड़बड़ हो गया ।,11,obl_sv,1.6666666666666667
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,563,जब से तू आई जब से सब गड़बड़ हो गया ।,11,obl_sv,1.6666666666666667
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,579,अरे तो मैं ने तो बात को आगे चलाने के लिए ऐसे कहा है ।,15,s_obl_v,3.8461538461538463
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,604,रूटीन में मम्मी ऐसी बात कर देती है ।,9,obl_sv,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,640,पूरी कार भी धस गई सारी बर्फ़ में ।,9,sv_obl,1.4285714285714286
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,655,उस से क्या होगा ।,5,obl_sv,1.6666666666666667
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,666,ये गड़गड़ की आवाज क्यों आ रही है ।,9,s_obl_v,1.4285714285714286
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6322_gold.conllu,717,10 मिनट में और क्या जा रहा है ।,9,obl_sv,1.5714285714285714
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,4,अब रिकॉर्डिंग शुरू हो गई है ।,7,obl_sv,1.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,6,तुम ने ट्राए किया था वहाँ ।,7,sv_obl,1.6
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,30,अभी वो मेसेज कुछ आया था ।,7,obl_sv,1.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,32,कि ये कॉल रिकॉर्ड होगी रिसर्च के लिए और वो सब ।,12,sv_obl,2.1
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,38,तो अगर नहीं ये यूज़ करोगे तो उस केस में क्या होगा ।,13,obl_sv,3.4545454545454546
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,91,1 साल हो गया उस को काम करते हुए अनुपम को ।,12,obl_vs,1.6
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,94,नहीं अभी 1 साल नहीं हुआ ।,7,obl_sv,2.6
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,106,कपूर साहब तो पीछे पीछे आ जाएँगे ।,8,s_obl_v,1.6666666666666667
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,107,उन को जॉब क्या करने की ज़रूरत है ।,9,s_obl_v,1.7142857142857142
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,109,यहाँ आ जाएँ उस के बाद तो कुछ ना कुछ हो ही जाएगा अपने आप ।,16,obl_sv,2.7142857142857144
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,115,तो उस से प्रॉब्लम हो जाएगा उन को ।,9,obl_vs,1.8571428571428572
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,120,उन को थोड़ा सा एचवन में कुछ तो प्रॉब्लम हो रही होगी ।,13,s_obl_v,2.8181818181818183
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,132,कि फ़िर से उन्हें रिक्रूट करने होंगे ।,8,obl_sv,2.3333333333333335
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,136,कि अगर उन्होंने यूएस सिटिज़ेन को हायर फ़ायर किया पिछले महीनों में तो एचवन नहीं अप्रूव होगा ।,19,sv_obl,3.5294117647058822
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,142,वैसे कपूर साहब को तो वैसे भी प्रॉब्लम होगी ना ।,11,s_obl_v,2.6666666666666665
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,143,जीएम का वो लिखेंगे तो ये ऐसे सोचेंगे ।,9,s_obl_v,2.142857142857143
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,179,कहते हैं कल दोपहर को मैं आया था ।,9,obl_sv,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,181,तो तभी लेटर आया था ।,6,obl_sv,1.75
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,182,मैं ने अभी खोल के देखा नहीं है ।,9,s_obl_v,2.142857142857143
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,189,मैं ने वैसे पूछा ।,5,s_obl_v,1.6666666666666667
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,190,कहते हाँ लेटर तो मिला है लेकिन मैं ने अभी खोल के नहीं देखा ।,15,s_obl_v,3.3076923076923075
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,195,फ़्लरीज़ तो शायद नहीं होंगी अब फ़िर ।,8,sv_obl,1.8333333333333333
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,199,टेम्प्रेचर हाँ 32 के करीब रहेगा ।,7,s_obl_v,3.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,205,लेकिन रोड तो खराब हो जाती है ना फ़्रीज़िंग रेन से ।,12,sv_obl,2.2
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,229,मैं तो फ़्राइडे को गया था ।,7,s_obl_v,1.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,243,इस का मतलब ऐसे है कि वो उस दिन जैसे हम को लेने आए थे ।,16,s_obl_v,3.142857142857143
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,245,तो बच्चा फ़िर क्या रोने लग जाएगा ।,8,s_obl_v,2.1666666666666665
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,251,सुबह के निकले हुए थे वो लोग ।,8,obl_vs,1.8333333333333333
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,260,हम लोग फ़िल्म देखने बैठ गए थे जो टीवी पे आ रही थी ।,14,s_obl_v,2.1666666666666665
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,290,उस को पता नहीं होगा अभी [incomprehensible] खुला है ।,10,obl_sv,1.875
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,303,[incomprehensible] भी 9 बजे बंद हो गया था ।,9,s_obl_v,1.8571428571428572
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,308,कल तो खुलेंगे स्टोर ।,5,obl_vs,1.3333333333333333
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,319,कल सारे खुलेंगे ।,4,obl_sv,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,323,9 10 बजे तक सब खुल जाएँगे ।,8,obl_sv,1.3333333333333333
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,325,मेरे को इस समय हेयरकट कराना है ।,8,s_obl_v,1.8333333333333333
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,327,आप को विंगर्ट बाबू से कटवाने हैं तो वो तो अगले हफ़्ते ही हो पाएगा ।,16,s_obl_v,2.5714285714285716
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,350,उस के पास हम जाते थे ।,7,obl_sv,1.8
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,359,संडे को तो वो पूरा बंद रखता है ।,9,obl_sv,2.142857142857143
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,369,तो शायद 12 1 बजे बंद कर देता है ।,11,s_obl_v,2.3333333333333335
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,393,इस में बढ़िया बढ़िया चीज़ें रिकॉर्ड हो जाएँगी ।,9,obl_sv,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,396,वो बाहर से टीवी की आवाज भी आ रही है ।,11,obl_sv,2.5555555555555554
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,397,वो भी चली जाएगी बैकग्राउंड में ।,7,sv_obl,1.4
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,426,देखता हूँ में टीवी पे क्या आ रहा है ।,10,obl_sv,2.125
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,428,हाँ वो आ रहा है टीवी पे ।,8,sv_obl,1.6666666666666667
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,442,वो तो काफ़ी हड़बड़ी में रहते हैं ।,8,s_obl_v,1.8333333333333333
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,454,वो सब जगह पे अलग अलग कुछ आ रहा है ।,11,obl_sv,2.5555555555555554
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,455,कहीं कुछ आ रहा है ।,6,obl_sv,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,470,मूवी तो खत्म हो गई ना 11 बजे ।,9,sv_obl,1.8571428571428572
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,472,11 बजे मूवी ख़तम हो जाती है ।,8,obl_sv,1.6666666666666667
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,476,11 बजे मूवी ख़तम हो जाती है ।,8,obl_sv,1.6666666666666667
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,483,उधर चिट्ठी आई और उस के बाद मतलब हफ़्ता भी नहीं मिला ।,13,obl_sv,3.5454545454545454
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,495,वहाँ सिस्टम आ रहे हैं ।,6,obl_sv,1.5
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,498,वो जो यूपी डेस्को में आने थे ना ।,9,s_obl_v,1.8571428571428572
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,515,जब तक सब काम हुआ तब तक पेंटियम प्रो आ गया ना अब तो ।,15,obl_sv,1.6923076923076923
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,519,मतलब डेल ने कर दिया है लॉन्च क्रिसमस पे ।,10,sv_obl,2.125
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,543,बस वो ही कपूर साहब खुद के हिसाब से ही देख रहे हैं ।,14,s_obl_v,3.25
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,549,वो तो तब से तो बंद था जब हम गए थे ।,12,obl_sv,2.4
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,554,मैं अप्रैल में गाया था ।,6,s_obl_v,1.75
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,574,1 ही सिस्टम है जो [incomprehensible] में चल रहा है ।,11,s_obl_v,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,595,मैं कह रहा हूँ मई 86 से ।,8,sv_obl,1.6666666666666667
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,611,अपने घर में लगा लेंगे वो ।,7,obl_vs,1.4
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,612,सिंगर साब सिंह साब जोवार साब बाँट लेंगे आपस में ।,11,sv_obl,2.0
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,620,वैसे [anonymized] तो बहुत पीछे पड़ा रहता है ।,9,obl_sv,2.2857142857142856
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,632,उस से थोड़ी बंद हो जाएगा कोई ।,8,obl_vs,1.8333333333333333
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,640,जैसे वर्मा जी को प्रॉब्लम हुई थी ।,8,obl_sv,2.3333333333333335
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase1\Phase1_gold\hi_6435_gold.conllu,642,वर्मा जी को तुम्हारे आने के बाद प्रॉब्लम हुई ना ।,11,s_obl_v,2.3333333333333335
