"X","lang","dtype","sent_id","length","max_arity","avg_arity","projD","gapD","illnest","edgex","dir","dd","proj","edgeD","endPoint","HDD","HD"
1174440,"/hi","random",8,9,2,0.9,7,0,0,"(6, 7)","LR",1,1,0,0,0,1
1174441,"/hi","random",8,9,2,0.9,7,0,0,"(7, 8)","LR",1,1,0,0,0,1
1174442,"/hi","random",8,9,2,0.9,7,0,0,"(9, 5)","RL",4,1,0,0,0,3
1174443,"/hi","random",9,7,2,0.875,4,0,0,"(1, 2)","LR",1,1,0,0,0,1
1174444,"/hi","random",9,7,2,0.875,4,0,0,"(1, 4)","LR",3,1,0,0,0,2
1174445,"/hi","random",9,7,2,0.875,4,0,0,"(2, 3)","LR",1,1,0,0,0,1
1174446,"/hi","random",9,7,2,0.875,4,0,0,"(4, 5)","LR",1,1,0,0,0,1
1174447,"/hi","random",9,7,2,0.875,4,0,0,"(7, 1)","RL",6,1,0,0,0,3
1174448,"/hi","random",9,7,2,0.875,4,0,0,"(7, 6)","RL",1,1,0,0,0,1
1174449,"/hi","random",11,7,2,0.875,4,1,0,"(1, 3)","LR",2,1,0,0,0,2
1174450,"/hi","random",11,7,2,0.875,4,1,0,"(1, 5)","LR",4,1,0,0,0,3
1174451,"/hi","random",11,7,2,0.875,4,1,0,"(2, 7)","LR",5,0,2,1,2,3
1174452,"/hi","random",11,7,2,0.875,4,1,0,"(3, 2)","RL",1,1,0,0,0,1
1174453,"/hi","random",11,7,2,0.875,4,1,0,"(5, 4)","RL",1,1,0,0,0,1
1174454,"/hi","random",11,7,2,0.875,4,1,0,"(5, 6)","LR",1,1,0,0,0,1
1174455,"/hi","random",21,6,2,0.857142857142857,4,0,0,"(1, 2)","LR",1,1,0,0,0,1
1174456,"/hi","random",21,6,2,0.857142857142857,4,0,0,"(1, 6)","LR",5,1,0,0,0,3
1174457,"/hi","random",21,6,2,0.857142857142857,4,0,0,"(2, 3)","LR",1,1,0,0,0,1
1174458,"/hi","random",21,6,2,0.857142857142857,4,0,0,"(2, 5)","LR",3,1,0,0,0,2
1174459,"/hi","random",21,6,2,0.857142857142857,4,0,0,"(3, 4)","LR",1,1,0,0,0,1
1174460,"/hi","random",22,6,2,0.857142857142857,5,0,0,"(1, 2)","LR",1,1,0,0,0,1
1174461,"/hi","random",22,6,2,0.857142857142857,5,0,0,"(2, 4)","LR",2,1,0,0,0,1
1174462,"/hi","random",22,6,2,0.857142857142857,5,0,0,"(4, 3)","RL",1,1,0,0,0,1
1174463,"/hi","random",22,6,2,0.857142857142857,5,0,0,"(5, 1)","RL",4,1,0,0,0,3
1174464,"/hi","random",22,6,2,0.857142857142857,5,0,0,"(5, 6)","LR",1,1,0,0,0,1
1174465,"/hi","random",25,11,2,0.916666666666667,8,1,0,"(1, 6)","LR",5,1,0,0,0,4
1174466,"/hi","random",25,11,2,0.916666666666667,8,1,0,"(2, 5)","LR",3,1,0,0,0,2
1174467,"/hi","random",25,11,2,0.916666666666667,8,1,0,"(3, 4)","LR",1,1,0,0,0,1
1174468,"/hi","random",25,11,2,0.916666666666667,8,1,0,"(5, 3)","RL",2,1,0,0,0,1
1174469,"/hi","random",25,11,2,0.916666666666667,8,1,0,"(6, 2)","RL",4,1,0,0,0,3
1174470,"/hi","random",25,11,2,0.916666666666667,8,1,0,"(9, 7)","RL",2,1,0,0,0,1
1174471,"/hi","random",25,11,2,0.916666666666667,8,1,0,"(9, 8)","RL",1,1,0,0,0,1
1174472,"/hi","random",25,11,2,0.916666666666667,8,1,0,"(10, 9)","RL",1,1,0,0,0,1
1174473,"/hi","random",25,11,2,0.916666666666667,8,1,0,"(10, 11)","LR",1,1,0,0,0,1
1174474,"/hi","random",25,11,2,0.916666666666667,8,1,0,"(11, 1)","RL",10,0,1,1,2,7
1174475,"/hi","random",26,6,2,0.857142857142857,5,0,0,"(2, 3)","LR",1,1,0,0,0,1
1174476,"/hi","random",26,6,2,0.857142857142857,5,0,0,"(3, 4)","LR",1,1,0,0,0,1
1174477,"/hi","random",26,6,2,0.857142857142857,5,0,0,"(4, 5)","LR",1,1,0,0,0,1
1174478,"/hi","random",26,6,2,0.857142857142857,5,0,0,"(6, 1)","RL",5,1,0,0,0,4
1174479,"/hi","random",26,6,2,0.857142857142857,5,0,0,"(6, 2)","RL",4,1,0,0,0,3
1174480,"/hi","random",35,11,3,0.916666666666667,5,0,0,"(1, 3)","LR",2,1,0,0,0,1
1174481,"/hi","random",35,11,3,0.916666666666667,5,0,0,"(1, 11)","LR",10,1,0,0,0,6
1174482,"/hi","random",35,11,3,0.916666666666667,5,0,0,"(3, 2)","RL",1,1,0,0,0,1
1174483,"/hi","random",35,11,3,0.916666666666667,5,0,0,"(5, 4)","RL",1,1,0,0,0,1
1174484,"/hi","random",35,11,3,0.916666666666667,5,0,0,"(6, 5)","RL",1,1,0,0,0,1
1174485,"/hi","random",35,11,3,0.916666666666667,5,0,0,"(7, 8)","LR",1,1,0,0,0,1
1174486,"/hi","random",35,11,3,0.916666666666667,5,0,0,"(9, 7)","RL",2,1,0,0,0,1
1174487,"/hi","random",35,11,3,0.916666666666667,5,0,0,"(11, 6)","RL",5,1,0,0,0,3
1174488,"/hi","random",35,11,3,0.916666666666667,5,0,0,"(11, 9)","RL",2,1,0,0,0,1
1174489,"/hi","random",35,11,3,0.916666666666667,5,0,0,"(11, 10)","RL",1,1,0,0,0,1
1174490,"/hi","random",36,11,3,0.916666666666667,5,0,0,"(1, 2)","LR",1,1,0,0,0,1
1174491,"/hi","random",36,11,3,0.916666666666667,5,0,0,"(1, 3)","LR",2,1,0,0,0,1
1174492,"/hi","random",36,11,3,0.916666666666667,5,0,0,"(1, 4)","LR",3,1,0,0,0,1
1174493,"/hi","random",36,11,3,0.916666666666667,5,0,0,"(5, 7)","LR",2,1,0,0,0,1
1174494,"/hi","random",36,11,3,0.916666666666667,5,0,0,"(7, 6)","RL",1,1,0,0,0,1
1174495,"/hi","random",36,11,3,0.916666666666667,5,0,0,"(8, 5)","RL",3,1,0,0,0,2
1174496,"/hi","random",36,11,3,0.916666666666667,5,0,0,"(8, 10)","LR",2,1,0,0,0,1
1174497,"/hi","random",36,11,3,0.916666666666667,5,0,0,"(10, 9)","RL",1,1,0,0,0,1
1174498,"/hi","random",36,11,3,0.916666666666667,5,0,0,"(11, 1)","RL",10,1,0,0,0,5
1174499,"/hi","random",36,11,3,0.916666666666667,5,0,0,"(11, 8)","RL",3,1,0,0,0,2
1174500,"/hi","random",37,10,2,0.909090909090909,7,0,0,"(2, 1)","RL",1,1,0,0,0,1
1174501,"/hi","random",37,10,2,0.909090909090909,7,0,0,"(3, 2)","RL",1,1,0,0,0,1
1174502,"/hi","random",37,10,2,0.909090909090909,7,0,0,"(4, 3)","RL",1,1,0,0,0,1
1174503,"/hi","random",37,10,2,0.909090909090909,7,0,0,"(5, 4)","RL",1,1,0,0,0,1
1174504,"/hi","random",37,10,2,0.909090909090909,7,0,0,"(6, 7)","LR",1,1,0,0,0,1
1174505,"/hi","random",37,10,2,0.909090909090909,7,0,0,"(8, 6)","RL",2,1,0,0,0,1
1174506,"/hi","random",37,10,2,0.909090909090909,7,0,0,"(9, 5)","RL",4,1,0,0,0,3
1174507,"/hi","random",37,10,2,0.909090909090909,7,0,0,"(9, 8)","RL",1,1,0,0,0,1
1174508,"/hi","random",37,10,2,0.909090909090909,7,0,0,"(10, 9)","RL",1,1,0,0,0,1
1174509,"/hi","random",40,7,2,0.875,5,0,0,"(1, 2)","LR",1,1,0,0,0,1
1174510,"/hi","random",40,7,2,0.875,5,0,0,"(1, 3)","LR",2,1,0,0,0,1
1174511,"/hi","random",40,7,2,0.875,5,0,0,"(3, 4)","LR",1,1,0,0,0,1
1174512,"/hi","random",40,7,2,0.875,5,0,0,"(5, 1)","RL",4,1,0,0,0,2
1174513,"/hi","random",40,7,2,0.875,5,0,0,"(7, 5)","RL",2,1,0,0,0,1
1174514,"/hi","random",40,7,2,0.875,5,0,0,"(7, 6)","RL",1,1,0,0,0,1
1174515,"/hi","random",45,9,3,0.9,5,2,2,"(1, 2)","LR",1,1,0,0,0,1
1174516,"/hi","random",45,9,3,0.9,5,2,2,"(2, 4)","LR",2,1,0,0,0,1
1174517,"/hi","random",45,9,3,0.9,5,2,2,"(2, 6)","LR",4,0,1,1,3,3
1174518,"/hi","random",45,9,3,0.9,5,2,2,"(2, 8)","LR",6,0,1,1,3,4
1174519,"/hi","random",45,9,3,0.9,5,2,2,"(4, 3)","RL",1,1,0,0,0,1
1174520,"/hi","random",45,9,3,0.9,5,2,2,"(5, 1)","RL",4,1,0,0,0,3
1174521,"/hi","random",45,9,3,0.9,5,2,2,"(5, 7)","LR",2,0,1,1,2,2
1174522,"/hi","random",45,9,3,0.9,5,2,2,"(6, 9)","LR",3,0,2,2,1,1
1174523,"/hi","random",51,9,3,0.9,5,1,0,"(1, 3)","LR",2,1,0,0,0,1
1174524,"/hi","random",51,9,3,0.9,5,1,0,"(1, 5)","LR",4,1,0,0,0,3
1174525,"/hi","random",51,9,3,0.9,5,1,0,"(3, 2)","RL",1,1,0,0,0,1
1174526,"/hi","random",51,9,3,0.9,5,1,0,"(4, 6)","LR",2,0,1,1,2,2
1174527,"/hi","random",51,9,3,0.9,5,1,0,"(5, 4)","RL",1,1,0,0,0,1
1174528,"/hi","random",51,9,3,0.9,5,1,0,"(6, 7)","LR",1,1,0,0,0,1
1174529,"/hi","random",51,9,3,0.9,5,1,0,"(6, 8)","LR",2,1,0,0,0,1
1174530,"/hi","random",51,9,3,0.9,5,1,0,"(6, 9)","LR",3,1,0,0,0,1
1174531,"/hi","random",61,11,3,0.916666666666667,5,0,0,"(2, 1)","RL",1,1,0,0,0,1
1174532,"/hi","random",61,11,3,0.916666666666667,5,0,0,"(4, 6)","LR",2,1,0,0,0,1
1174533,"/hi","random",61,11,3,0.916666666666667,5,0,0,"(6, 5)","RL",1,1,0,0,0,1
1174534,"/hi","random",61,11,3,0.916666666666667,5,0,0,"(7, 3)","RL",4,1,0,0,0,3
1174535,"/hi","random",61,11,3,0.916666666666667,5,0,0,"(7, 4)","RL",3,1,0,0,0,2
1174536,"/hi","random",61,11,3,0.916666666666667,5,0,0,"(9, 8)","RL",1,1,0,0,0,1
1174537,"/hi","random",61,11,3,0.916666666666667,5,0,0,"(10, 9)","RL",1,1,0,0,0,1
1174538,"/hi","random",61,11,3,0.916666666666667,5,0,0,"(11, 2)","RL",9,1,0,0,0,6
1174539,"/hi","random",61,11,3,0.916666666666667,5,0,0,"(11, 7)","RL",4,1,0,0,0,3
1174540,"/hi","random",61,11,3,0.916666666666667,5,0,0,"(11, 10)","RL",1,1,0,0,0,1
1174541,"/hi","random",65,8,2,0.888888888888889,4,1,1,"(2, 1)","RL",1,1,0,0,0,1
1174542,"/hi","random",65,8,2,0.888888888888889,4,1,1,"(2, 3)","LR",1,1,0,0,0,1
1174543,"/hi","random",65,8,2,0.888888888888889,4,1,1,"(3, 7)","LR",4,0,1,1,2,3
1174544,"/hi","random",65,8,2,0.888888888888889,4,1,1,"(5, 4)","RL",1,1,0,0,0,1
1174545,"/hi","random",65,8,2,0.888888888888889,4,1,1,"(6, 5)","RL",1,1,0,0,0,1
1174546,"/hi","random",65,8,2,0.888888888888889,4,1,1,"(8, 2)","RL",6,1,0,0,0,4
1174547,"/hi","random",65,8,2,0.888888888888889,4,1,1,"(8, 6)","RL",2,0,1,1,2,1
1174548,"/hi","random",67,7,2,0.875,5,0,0,"(3, 2)","RL",1,1,0,0,0,1
1174549,"/hi","random",67,7,2,0.875,5,0,0,"(3, 4)","LR",1,1,0,0,0,1
1174550,"/hi","random",67,7,2,0.875,5,0,0,"(4, 6)","LR",2,1,0,0,0,1
1174551,"/hi","random",67,7,2,0.875,5,0,0,"(6, 5)","RL",1,1,0,0,0,1
1174552,"/hi","random",67,7,2,0.875,5,0,0,"(7, 1)","RL",6,1,0,0,0,4
1174553,"/hi","random",67,7,2,0.875,5,0,0,"(7, 3)","RL",4,1,0,0,0,3
1174554,"/hi","random",69,10,2,0.909090909090909,7,1,1,"(1, 2)","LR",1,1,0,0,0,1
1174555,"/hi","random",69,10,2,0.909090909090909,7,1,1,"(1, 7)","LR",6,1,0,0,0,6
1174556,"/hi","random",69,10,2,0.909090909090909,7,1,1,"(2, 9)","LR",7,0,1,1,1,6
1174557,"/hi","random",69,10,2,0.909090909090909,7,1,1,"(3, 10)","LR",7,0,2,2,1,6
1174558,"/hi","random",69,10,2,0.909090909090909,7,1,1,"(4, 3)","RL",1,1,0,0,0,1
1174559,"/hi","random",69,10,2,0.909090909090909,7,1,1,"(5, 4)","RL",1,1,0,0,0,1
1174560,"/hi","random",69,10,2,0.909090909090909,7,1,1,"(6, 5)","RL",1,1,0,0,0,1
1174561,"/hi","random",69,10,2,0.909090909090909,7,1,1,"(7, 6)","RL",1,1,0,0,0,1
1174562,"/hi","random",69,10,2,0.909090909090909,7,1,1,"(9, 8)","RL",1,1,0,0,0,1
1174563,"/hi","random",71,11,3,0.916666666666667,8,1,0,"(1, 11)","LR",10,1,0,0,0,6
1174564,"/hi","random",71,11,3,0.916666666666667,8,1,0,"(3, 2)","RL",1,1,0,0,0,1
1174565,"/hi","random",71,11,3,0.916666666666667,8,1,0,"(3, 8)","LR",5,1,0,0,0,4
1174566,"/hi","random",71,11,3,0.916666666666667,8,1,0,"(3, 10)","LR",7,1,0,0,0,5
1174567,"/hi","random",71,11,3,0.916666666666667,8,1,0,"(4, 5)","LR",1,1,0,0,0,1
1174568,"/hi","random",71,11,3,0.916666666666667,8,1,0,"(5, 7)","LR",2,1,0,0,0,1
1174569,"/hi","random",71,11,3,0.916666666666667,8,1,0,"(7, 6)","RL",1,1,0,0,0,1
1174570,"/hi","random",71,11,3,0.916666666666667,8,1,0,"(7, 9)","LR",2,0,1,1,4,2
1174571,"/hi","random",71,11,3,0.916666666666667,8,1,0,"(8, 4)","RL",4,1,0,0,0,3
1174572,"/hi","random",71,11,3,0.916666666666667,8,1,0,"(11, 3)","RL",8,1,0,0,0,5
1174573,"/hi","random",72,11,2,0.916666666666667,8,1,0,"(1, 2)","LR",1,1,0,0,0,1
1174574,"/hi","random",72,11,2,0.916666666666667,8,1,0,"(2, 11)","LR",9,1,0,0,0,6
1174575,"/hi","random",72,11,2,0.916666666666667,8,1,0,"(4, 6)","LR",2,1,0,0,0,1
1174576,"/hi","random",72,11,2,0.916666666666667,8,1,0,"(4, 10)","LR",6,1,0,0,0,4
1174577,"/hi","random",72,11,2,0.916666666666667,8,1,0,"(6, 5)","RL",1,1,0,0,0,1
1174578,"/hi","random",72,11,2,0.916666666666667,8,1,0,"(8, 7)","RL",1,1,0,0,0,1
1174579,"/hi","random",72,11,2,0.916666666666667,8,1,0,"(9, 8)","RL",1,1,0,0,0,1
1174580,"/hi","random",72,11,2,0.916666666666667,8,1,0,"(10, 3)","RL",7,0,1,1,2,5
1174581,"/hi","random",72,11,2,0.916666666666667,8,1,0,"(10, 9)","RL",1,1,0,0,0,1
1174582,"/hi","random",72,11,2,0.916666666666667,8,1,0,"(11, 4)","RL",7,1,0,0,0,5
1174583,"/hi","random",82,11,3,0.916666666666667,6,2,1,"(2, 3)","LR",1,1,0,0,0,1
1174584,"/hi","random",82,11,3,0.916666666666667,6,2,1,"(3, 1)","RL",2,0,1,1,2,2
1174585,"/hi","random",82,11,3,0.916666666666667,6,2,1,"(4, 11)","LR",7,0,1,1,4,4
1174586,"/hi","random",82,11,3,0.916666666666667,6,2,1,"(6, 7)","LR",1,1,0,0,0,1
1174587,"/hi","random",82,11,3,0.916666666666667,6,2,1,"(7, 4)","RL",3,0,1,1,2,2
1174588,"/hi","random",82,11,3,0.916666666666667,6,2,1,"(7, 5)","RL",2,0,1,1,2,2
1174589,"/hi","random",82,11,3,0.916666666666667,6,2,1,"(7, 8)","LR",1,1,0,0,0,1
1174590,"/hi","random",82,11,3,0.916666666666667,6,2,1,"(9, 2)","RL",7,1,0,0,0,5
1174591,"/hi","random",82,11,3,0.916666666666667,6,2,1,"(9, 6)","RL",3,1,0,0,0,2
1174592,"/hi","random",82,11,3,0.916666666666667,6,2,1,"(11, 10)","RL",1,1,0,0,0,1
1174593,"/hi","random",90,9,2,0.9,5,2,1,"(2, 5)","LR",3,0,1,1,1,2
1174594,"/hi","random",90,9,2,0.9,5,2,1,"(3, 9)","LR",6,0,2,2,3,5
1174595,"/hi","random",90,9,2,0.9,5,2,1,"(5, 4)","RL",1,1,0,0,0,1
1174596,"/hi","random",90,9,2,0.9,5,2,1,"(5, 6)","LR",1,1,0,0,0,1
1174597,"/hi","random",90,9,2,0.9,5,2,1,"(6, 1)","RL",5,0,2,2,1,4
1174598,"/hi","random",90,9,2,0.9,5,2,1,"(7, 3)","RL",4,0,1,1,1,3
1174599,"/hi","random",90,9,2,0.9,5,2,1,"(8, 2)","RL",6,1,0,0,0,5
1174600,"/hi","random",90,9,2,0.9,5,2,1,"(8, 7)","RL",1,1,0,0,0,1
1174601,"/hi","random",96,10,2,0.909090909090909,7,1,0,"(2, 9)","LR",7,1,0,0,0,6
1174602,"/hi","random",96,10,2,0.909090909090909,7,1,0,"(3, 4)","LR",1,1,0,0,0,1
1174603,"/hi","random",96,10,2,0.909090909090909,7,1,0,"(4, 1)","RL",3,0,2,2,2,3
1174604,"/hi","random",96,10,2,0.909090909090909,7,1,0,"(5, 6)","LR",1,1,0,0,0,1
1174605,"/hi","random",96,10,2,0.909090909090909,7,1,0,"(7, 5)","RL",2,1,0,0,0,1
1174606,"/hi","random",96,10,2,0.909090909090909,7,1,0,"(8, 7)","RL",1,1,0,0,0,1
1174607,"/hi","random",96,10,2,0.909090909090909,7,1,0,"(9, 3)","RL",6,1,0,0,0,5
1174608,"/hi","random",96,10,2,0.909090909090909,7,1,0,"(9, 8)","RL",1,1,0,0,0,1
1174609,"/hi","random",96,10,2,0.909090909090909,7,1,0,"(10, 2)","RL",8,1,0,0,0,7
1174610,"/hi","random",99,8,2,0.888888888888889,5,0,0,"(1, 2)","LR",1,1,0,0,0,1
1174611,"/hi","random",99,8,2,0.888888888888889,5,0,0,"(1, 8)","LR",7,1,0,0,0,4
1174612,"/hi","random",99,8,2,0.888888888888889,5,0,0,"(2, 3)","LR",1,1,0,0,0,1
1174613,"/hi","random",99,8,2,0.888888888888889,5,0,0,"(2, 6)","LR",4,1,0,0,0,2
1174614,"/hi","random",99,8,2,0.888888888888889,5,0,0,"(4, 5)","LR",1,1,0,0,0,1
1174615,"/hi","random",99,8,2,0.888888888888889,5,0,0,"(6, 4)","RL",2,1,0,0,0,1
1174616,"/hi","random",99,8,2,0.888888888888889,5,0,0,"(6, 7)","LR",1,1,0,0,0,1
1174617,"/hi","random",102,10,2,0.909090909090909,5,1,0,"(2, 1)","RL",1,1,0,0,0,1
1174618,"/hi","random",102,10,2,0.909090909090909,5,1,0,"(2, 10)","LR",8,0,1,1,2,5
1174619,"/hi","random",102,10,2,0.909090909090909,5,1,0,"(3, 4)","LR",1,1,0,0,0,1
1174620,"/hi","random",102,10,2,0.909090909090909,5,1,0,"(3, 7)","LR",4,1,0,0,0,3
1174621,"/hi","random",102,10,2,0.909090909090909,5,1,0,"(4, 6)","LR",2,1,0,0,0,1
1174622,"/hi","random",102,10,2,0.909090909090909,5,1,0,"(6, 5)","RL",1,1,0,0,0,1
1174623,"/hi","random",102,10,2,0.909090909090909,5,1,0,"(8, 2)","RL",6,1,0,0,0,4
1174624,"/hi","random",102,10,2,0.909090909090909,5,1,0,"(8, 3)","RL",5,1,0,0,0,3
1174625,"/hi","random",102,10,2,0.909090909090909,5,1,0,"(10, 9)","RL",1,1,0,0,0,1
1174626,"/hi","random",104,11,4,0.916666666666667,5,0,0,"(1, 2)","LR",1,1,0,0,0,1
1174627,"/hi","random",104,11,4,0.916666666666667,5,0,0,"(1, 3)","LR",2,1,0,0,0,1
1174628,"/hi","random",104,11,4,0.916666666666667,5,0,0,"(3, 4)","LR",1,1,0,0,0,1
1174629,"/hi","random",104,11,4,0.916666666666667,5,0,0,"(4, 5)","LR",1,1,0,0,0,1
1174630,"/hi","random",104,11,4,0.916666666666667,5,0,0,"(8, 7)","RL",1,1,0,0,0,1
1174631,"/hi","random",104,11,4,0.916666666666667,5,0,0,"(10, 9)","RL",1,1,0,0,0,1
1174632,"/hi","random",104,11,4,0.916666666666667,5,0,0,"(11, 1)","RL",10,1,0,0,0,5
1174633,"/hi","random",104,11,4,0.916666666666667,5,0,0,"(11, 6)","RL",5,1,0,0,0,3
1174634,"/hi","random",104,11,4,0.916666666666667,5,0,0,"(11, 8)","RL",3,1,0,0,0,2
1174635,"/hi","random",104,11,4,0.916666666666667,5,0,0,"(11, 10)","RL",1,1,0,0,0,1
1174636,"/hi","random",105,11,2,0.916666666666667,7,1,0,"(1, 2)","LR",1,1,0,0,0,1
1174637,"/hi","random",105,11,2,0.916666666666667,7,1,0,"(3, 1)","RL",2,1,0,0,0,1
1174638,"/hi","random",105,11,2,0.916666666666667,7,1,0,"(4, 6)","LR",2,1,0,0,0,1
1174639,"/hi","random",105,11,2,0.916666666666667,7,1,0,"(6, 5)","RL",1,1,0,0,0,1
1174640,"/hi","random",105,11,2,0.916666666666667,7,1,0,"(7, 8)","LR",1,1,0,0,0,1
1174641,"/hi","random",105,11,2,0.916666666666667,7,1,0,"(7, 10)","LR",3,1,0,0,0,3
1174642,"/hi","random",105,11,2,0.916666666666667,7,1,0,"(8, 9)","LR",1,1,0,0,0,1
1174643,"/hi","random",105,11,2,0.916666666666667,7,1,0,"(9, 3)","RL",6,0,2,1,3,5
1174644,"/hi","random",105,11,2,0.916666666666667,7,1,0,"(11, 4)","RL",7,1,0,0,0,5
1174645,"/hi","random",105,11,2,0.916666666666667,7,1,0,"(11, 7)","RL",4,1,0,0,0,3
1174646,"/hi","random",106,11,2,0.916666666666667,6,0,0,"(1, 2)","LR",1,1,0,0,0,1
1174647,"/hi","random",106,11,2,0.916666666666667,6,0,0,"(3, 1)","RL",2,1,0,0,0,1
1174648,"/hi","random",106,11,2,0.916666666666667,6,0,0,"(5, 4)","RL",1,1,0,0,0,1
1174649,"/hi","random",106,11,2,0.916666666666667,6,0,0,"(5, 10)","LR",5,1,0,0,0,3
1174650,"/hi","random",106,11,2,0.916666666666667,6,0,0,"(6, 7)","LR",1,1,0,0,0,1
1174651,"/hi","random",106,11,2,0.916666666666667,6,0,0,"(9, 6)","RL",3,1,0,0,0,1
1174652,"/hi","random",106,11,2,0.916666666666667,6,0,0,"(9, 8)","RL",1,1,0,0,0,1
1174653,"/hi","random",106,11,2,0.916666666666667,6,0,0,"(10, 9)","RL",1,1,0,0,0,1
1174654,"/hi","random",106,11,2,0.916666666666667,6,0,0,"(11, 3)","RL",8,1,0,0,0,5
1174655,"/hi","random",106,11,2,0.916666666666667,6,0,0,"(11, 5)","RL",6,1,0,0,0,4
1174656,"/hi","random",107,10,3,0.909090909090909,5,0,0,"(1, 2)","LR",1,1,0,0,0,1
1174657,"/hi","random",107,10,3,0.909090909090909,5,0,0,"(3, 4)","LR",1,1,0,0,0,1
1174658,"/hi","random",107,10,3,0.909090909090909,5,0,0,"(4, 5)","LR",1,1,0,0,0,1
1174659,"/hi","random",107,10,3,0.909090909090909,5,0,0,"(5, 6)","LR",1,1,0,0,0,1
1174660,"/hi","random",107,10,3,0.909090909090909,5,0,0,"(7, 8)","LR",1,1,0,0,0,1
1174661,"/hi","random",107,10,3,0.909090909090909,5,0,0,"(9, 7)","RL",2,1,0,0,0,1
1174662,"/hi","random",107,10,3,0.909090909090909,5,0,0,"(10, 1)","RL",9,1,0,0,0,6
1174663,"/hi","random",107,10,3,0.909090909090909,5,0,0,"(10, 3)","RL",7,1,0,0,0,5
1174664,"/hi","random",107,10,3,0.909090909090909,5,0,0,"(10, 9)","RL",1,1,0,0,0,1
1174665,"/hi","random",108,10,4,0.909090909090909,4,0,0,"(1, 3)","LR",2,1,0,0,0,1
1174666,"/hi","random",108,10,4,0.909090909090909,4,0,0,"(3, 2)","RL",1,1,0,0,0,1
1174667,"/hi","random",108,10,4,0.909090909090909,4,0,0,"(5, 6)","LR",1,1,0,0,0,1
1174668,"/hi","random",108,10,4,0.909090909090909,4,0,0,"(7, 1)","RL",6,1,0,0,0,3
1174669,"/hi","random",108,10,4,0.909090909090909,4,0,0,"(7, 4)","RL",3,1,0,0,0,2
1174670,"/hi","random",108,10,4,0.909090909090909,4,0,0,"(7, 5)","RL",2,1,0,0,0,1
1174671,"/hi","random",108,10,4,0.909090909090909,4,0,0,"(7, 8)","LR",1,1,0,0,0,1
1174672,"/hi","random",108,10,4,0.909090909090909,4,0,0,"(8, 9)","LR",1,1,0,0,0,1
1174673,"/hi","random",108,10,4,0.909090909090909,4,0,0,"(9, 10)","LR",1,1,0,0,0,1
1174674,"/hi","random",110,11,2,0.916666666666667,6,1,0,"(1, 2)","LR",1,1,0,0,0,1
1174675,"/hi","random",110,11,2,0.916666666666667,6,1,0,"(2, 3)","LR",1,1,0,0,0,1
1174676,"/hi","random",110,11,2,0.916666666666667,6,1,0,"(4, 5)","LR",1,1,0,0,0,1
1174677,"/hi","random",110,11,2,0.916666666666667,6,1,0,"(6, 1)","RL",5,0,1,1,1,3
1174678,"/hi","random",110,11,2,0.916666666666667,6,1,0,"(6, 7)","LR",1,1,0,0,0,1
1174679,"/hi","random",110,11,2,0.916666666666667,6,1,0,"(7, 8)","LR",1,1,0,0,0,1
1174680,"/hi","random",110,11,2,0.916666666666667,6,1,0,"(8, 10)","LR",2,1,0,0,0,1
